job_id,stage,batch_size,block_ms_per_batch_step,calibration_multiplication_included,family,fitted_global_multiplier_count,grid,kind,max_ms_per_batch_step,median_ms_per_batch_step,min_ms_per_batch_step,parameter_count,parameter_count_convention,prior,timing_source,weights
resolution_g64__advection_diffusion__correct,resolution_g64,1,"[0.18616205, 0.24425745, 0.2100465, 0.2195558, 0.19269635]",False,advection_diffusion,0,64,physics_uncalibrated,0.24425745,0.2100465,0.18616205,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__advection_diffusion__correct,resolution_g64,1,"[0.2005758, 0.3401778, 0.2291983, 0.20121925, 0.2111086]",True,advection_diffusion,3,64,physics_calibrated,0.3401778,0.2111086,0.2005758,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__advection_diffusion__correct,resolution_g64,1,"[2.40696715, 2.5842614, 2.4348942, 2.61581035, 2.39202265]",False,advection_diffusion,0,64,transformer,2.61581035,2.4348942,2.39202265,100993,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__advection_diffusion__correct,resolution_g64,1,"[2.35511165, 2.3471507, 2.4500034, 2.37752485, 2.3642294]",False,advection_diffusion,0,64,looped,2.4500034,2.3642294,2.3471507,34049,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__advection_diffusion__correct,resolution_g64,1,"[0.6920086, 0.76536795, 0.8287473, 0.72195165, 0.67841615]",False,advection_diffusion,0,64,fno,0.8287473,0.72195165,0.67841615,209985,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__allen_cahn__coefficient,resolution_g64,1,"[0.40763325, 0.4389669, 0.4407511, 0.45045075, 0.4123068]",False,allen_cahn,0,64,physics_uncalibrated,0.45045075,0.4389669,0.40763325,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__allen_cahn__coefficient,resolution_g64,1,"[0.45363145, 0.42710205, 0.4882721, 0.405762, 0.47227255]",True,allen_cahn,3,64,physics_calibrated,0.4882721,0.45363145,0.405762,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__allen_cahn__coefficient,resolution_g64,1,"[2.3757747, 2.51567125, 2.610906, 2.5030814, 2.3637048]",False,allen_cahn,0,64,transformer,2.610906,2.5030814,2.3637048,100993,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__allen_cahn__coefficient,resolution_g64,1,"[2.3274305, 2.4660816, 2.4089742, 2.38018135, 2.85356975]",False,allen_cahn,0,64,looped,2.85356975,2.4089742,2.3274305,34049,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__allen_cahn__coefficient,resolution_g64,1,"[0.69408225, 0.7257293, 0.87043605, 0.67306015, 0.7276683]",False,allen_cahn,0,64,fno,0.87043605,0.7257293,0.67306015,209985,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__allen_cahn__correct,resolution_g64,1,"[0.41623225, 0.4646476, 0.43414565, 0.4307601, 0.5939316]",False,allen_cahn,0,64,physics_uncalibrated,0.5939316,0.43414565,0.41623225,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__allen_cahn__correct,resolution_g64,1,"[0.4367266, 0.4201957, 0.42503395, 0.44996, 0.42254675]",True,allen_cahn,3,64,physics_calibrated,0.44996,0.42503395,0.4201957,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__allen_cahn__correct,resolution_g64,1,"[2.3036083, 2.3501028, 2.27857965, 2.45887545, 2.744884]",False,allen_cahn,0,64,transformer,2.744884,2.3501028,2.27857965,100993,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__allen_cahn__correct,resolution_g64,1,"[2.50521315, 2.3660062, 2.3155423, 2.3571529, 2.36558455]",False,allen_cahn,0,64,looped,2.50521315,2.36558455,2.3155423,34049,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__allen_cahn__correct,resolution_g64,1,"[0.6930457, 0.6986011, 0.64381365, 0.68348385, 0.7184434]",False,allen_cahn,0,64,fno,0.7184434,0.6930457,0.64381365,209985,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__wave__coefficient,resolution_g64,1,"[0.40748155, 0.45538615, 0.4497852, 0.449647, 0.6341922]",False,wave,0,64,physics_uncalibrated,0.6341922,0.4497852,0.40748155,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__wave__coefficient,resolution_g64,1,"[0.4207881, 0.4279599, 0.46225445, 0.47621045, 0.57176425]",True,wave,3,64,physics_calibrated,0.57176425,0.46225445,0.4207881,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__wave__coefficient,resolution_g64,1,"[2.5043108, 2.5255798, 2.41310955, 4.03772365, 2.6811188]",False,wave,0,64,transformer,4.03772365,2.5255798,2.41310955,101122,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__wave__coefficient,resolution_g64,1,"[2.79603895, 2.3385985, 2.5498819, 2.5043684, 2.7386784]",False,wave,0,64,looped,2.79603895,2.5498819,2.3385985,34178,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__wave__coefficient,resolution_g64,1,"[0.7200323, 0.7154389, 0.7431691, 0.85918065, 0.75459935]",False,wave,0,64,fno,0.85918065,0.7431691,0.7154389,210306,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__wave__correct,resolution_g64,1,"[0.45946075, 0.48936275, 0.50579495, 0.5136393, 0.4577482]",False,wave,0,64,physics_uncalibrated,0.5136393,0.48936275,0.4577482,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__wave__correct,resolution_g64,1,"[0.54313065, 0.52757475, 0.4616651, 0.4392544, 0.50936535]",True,wave,3,64,physics_calibrated,0.54313065,0.50936535,0.4392544,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
resolution_g64__wave__correct,resolution_g64,1,"[2.53179565, 2.58251895, 2.54176115, 2.75226085, 2.52490975]",False,wave,0,64,transformer,2.75226085,2.54176115,2.52490975,101122,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__wave__correct,resolution_g64,1,"[2.70639285, 2.68049335, 2.6862966, 2.53716775, 2.52664235]",False,wave,0,64,looped,2.70639285,2.68049335,2.52664235,34178,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
resolution_g64__wave__correct,resolution_g64,1,"[0.7677211, 0.8149321, 0.8440454, 0.77418925, 0.80950845]",False,wave,0,64,fno,0.8440454,0.80950845,0.7677211,210306,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__coefficient,selector_g64,1,"[0.4756897, 0.56101155, 0.4695775, 0.5630782, 0.4883127]",False,cahn_hilliard,0,64,physics_uncalibrated,0.5630782,0.4883127,0.4695775,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__cahn_hilliard__coefficient,selector_g64,1,"[0.5715835, 0.5185827, 0.48344285, 0.5328116, 0.51907095]",True,cahn_hilliard,3,64,physics_calibrated,0.5715835,0.51907095,0.48344285,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__cahn_hilliard__coefficient,selector_g64,1,"[2.7309658, 2.6757763, 2.5219423, 2.54132795, 2.4795055]",False,cahn_hilliard,0,64,transformer,2.7309658,2.54132795,2.4795055,100993,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__coefficient,selector_g64,1,"[2.46202515, 2.44140765, 2.5597647, 2.56142275, 2.5932416]",False,cahn_hilliard,0,64,looped,2.5932416,2.5597647,2.44140765,34049,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__coefficient,selector_g64,1,"[0.72577145, 0.7684451, 0.73368885, 0.7360519, 0.728469]",False,cahn_hilliard,0,64,fno,0.7684451,0.73368885,0.72577145,209985,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__correct,selector_g64,1,"[0.4854414, 0.5276188, 0.5401732, 0.5262007, 0.4818835]",False,cahn_hilliard,0,64,physics_uncalibrated,0.5401732,0.5262007,0.4818835,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__cahn_hilliard__correct,selector_g64,1,"[0.52352515, 0.5188331, 0.60946095, 0.47731165, 0.4986988]",True,cahn_hilliard,3,64,physics_calibrated,0.60946095,0.5188331,0.47731165,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__cahn_hilliard__correct,selector_g64,1,"[2.5374151, 2.7084179, 2.70234025, 2.49764575, 2.61293875]",False,cahn_hilliard,0,64,transformer,2.7084179,2.61293875,2.49764575,100993,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__correct,selector_g64,1,"[2.61985415, 2.72201085, 2.6909581, 2.61308445, 2.4043574]",False,cahn_hilliard,0,64,looped,2.72201085,2.61985415,2.4043574,34049,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__correct,selector_g64,1,"[0.77224385, 0.7942104, 0.7919951, 0.75589725, 0.68471815]",False,cahn_hilliard,0,64,fno,0.7942104,0.77224385,0.68471815,209985,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__structural,selector_g64,1,"[0.41272945, 0.4308948, 0.4222433, 0.48638725, 0.4242052]",False,cahn_hilliard,0,64,physics_uncalibrated,0.48638725,0.4242052,0.41272945,,,structural,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__cahn_hilliard__structural,selector_g64,1,"[0.4289148, 0.41318965, 0.44351725, 0.4328277, 0.43438705]",True,cahn_hilliard,3,64,physics_calibrated,0.44351725,0.4328277,0.41318965,,,structural,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__cahn_hilliard__structural,selector_g64,1,"[2.38528575, 2.33577125, 2.37268225, 2.41500845, 2.3797093]",False,cahn_hilliard,0,64,transformer,2.41500845,2.3797093,2.33577125,100993,real scalar equivalents; complex neural weights count twice,structural,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__structural,selector_g64,1,"[2.29119065, 2.33866505, 2.3661449, 2.4951505, 2.5531443]",False,cahn_hilliard,0,64,looped,2.5531443,2.3661449,2.29119065,34049,real scalar equivalents; complex neural weights count twice,structural,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__cahn_hilliard__structural,selector_g64,1,"[0.66715225, 0.66241615, 0.6573881, 0.74572995, 0.6659875]",False,cahn_hilliard,0,64,fno,0.74572995,0.6659875,0.6573881,209985,real scalar equivalents; complex neural weights count twice,structural,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,1,"[0.50412495, 0.54347215, 0.548014, 0.56812775, 0.50532125]",False,fitzhugh_nagumo,0,64,physics_uncalibrated,0.56812775,0.54347215,0.50412495,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,1,"[0.54441055, 0.53373, 0.554664, 0.51055865, 0.56938465]",True,fitzhugh_nagumo,3,64,physics_calibrated,0.56938465,0.54441055,0.51055865,,,coefficient,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,1,"[2.41700795, 2.313359, 2.42964195, 2.30501295, 2.3493246]",False,fitzhugh_nagumo,0,64,transformer,2.42964195,2.3493246,2.30501295,101122,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,1,"[2.26913795, 2.5284571, 2.4524633, 2.44674165, 2.3657418]",False,fitzhugh_nagumo,0,64,looped,2.5284571,2.44674165,2.26913795,34178,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,1,"[0.661978, 0.7173117, 0.6760421, 0.659353, 0.71851655]",False,fitzhugh_nagumo,0,64,fno,0.71851655,0.6760421,0.659353,210306,real scalar equivalents; complex neural weights count twice,coefficient,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__correct,selector_g64,1,"[0.50484405, 0.53932945, 0.52151565, 0.5222808, 0.5121786]",False,fitzhugh_nagumo,0,64,physics_uncalibrated,0.53932945,0.52151565,0.50484405,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__fitzhugh_nagumo__correct,selector_g64,1,"[0.519464, 0.5093163, 0.5334596, 0.52019965, 0.5319293]",True,fitzhugh_nagumo,3,64,physics_calibrated,0.5334596,0.52019965,0.5093163,,,correct,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__fitzhugh_nagumo__correct,selector_g64,1,"[2.49317005, 2.3113014, 2.32739215, 2.3386696, 2.37026265]",False,fitzhugh_nagumo,0,64,transformer,2.49317005,2.3386696,2.3113014,101122,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__correct,selector_g64,1,"[2.33991095, 2.34363405, 2.32908265, 2.32852085, 2.41966895]",False,fitzhugh_nagumo,0,64,looped,2.41966895,2.33991095,2.32852085,34178,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__correct,selector_g64,1,"[0.6744347, 0.67470815, 0.674634, 0.74991325, 0.6649795]",False,fitzhugh_nagumo,0,64,fno,0.74991325,0.674634,0.6649795,210306,real scalar equivalents; complex neural weights count twice,correct,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__structural,selector_g64,1,"[0.524762, 0.54640455, 0.5476094, 0.5458873, 0.51514355]",False,fitzhugh_nagumo,0,64,physics_uncalibrated,0.5476094,0.5458873,0.51514355,,,structural,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__fitzhugh_nagumo__structural,selector_g64,1,"[0.54468095, 0.53334895, 0.539035, 0.52111, 0.54422675]",True,fitzhugh_nagumo,3,64,physics_calibrated,0.54468095,0.539035,0.52111,,,structural,fresh_matched_execution_benchmark,physical coefficients supplied per trajectory
selector_g64__fitzhugh_nagumo__structural,selector_g64,1,"[2.5959807, 2.38735985, 2.40831985, 2.45036765, 2.354925]",False,fitzhugh_nagumo,0,64,transformer,2.5959807,2.40831985,2.354925,101122,real scalar equivalents; complex neural weights count twice,structural,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__structural,selector_g64,1,"[2.3587974, 2.40304845, 2.3791004, 2.38849055, 2.36988205]",False,fitzhugh_nagumo,0,64,looped,2.40304845,2.3791004,2.3587974,34178,real scalar equivalents; complex neural weights count twice,structural,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
selector_g64__fitzhugh_nagumo__structural,selector_g64,1,"[0.72742545, 0.86735445, 0.7109887, 0.68723145, 0.66979325]",False,fitzhugh_nagumo,0,64,fno,0.86735445,0.7109887,0.66979325,210306,real scalar equivalents; complex neural weights count twice,structural,fresh_matched_execution_benchmark,initialized; no checkpoint; no training
