stage,grid,family,prior,kind,arm,split,horizon,n_seeds,n_trajectories,mean_nmse,ci95_low,ci95_high,normalized_rmse,mean_training_validation_seconds,fixed_choice_setup_train_bank_seconds,median_inference_ms_per_step
development,32,gray_scott,coefficient,looped,response_matched,ood,96,6,64,1.2813356741706672,0.8796086319928385,1.8196959262094294,1.1319609861522026,69.4808187361341,72.98156419582665,1.5334232128225267
development,32,gray_scott,coefficient,looped,smooth,test,64,6,64,0.023428687306140932,0.019551900189474485,0.027933197106891853,0.15306432408024062,69.40323275273356,72.90358132620652,1.5334117226302624
development,32,gray_scott,coefficient,looped,smooth,test,96,6,64,0.051611426066827275,0.04080670122702218,0.06373257054197205,0.2271814826671119,69.40323275273356,72.90358132620652,1.5334117226302624
development,32,gray_scott,coefficient,looped,smooth,ood,64,6,64,0.49780178464640096,0.33400640888932115,0.7396970625878845,0.7055506960143977,69.40323275273356,72.90358132620652,1.5334117226302624
development,32,gray_scott,coefficient,looped,smooth,ood,96,6,64,1.254003118936066,0.8799427691659107,1.7668296964395465,1.1198228069369127,69.40323275273356,72.90358132620652,1.5334117226302624
development,32,gray_scott,coefficient,transformer,iid,test,64,6,64,0.031002147154874943,0.025730837096977807,0.03663041694651279,0.17607426602111662,73.50820899265818,77.0124367075817,1.5302419429644942
development,32,gray_scott,coefficient,transformer,iid,test,96,6,64,0.07649633271162476,0.05556503178138354,0.1026593449201212,0.2765797040847805,73.50820899265818,77.0124367075817,1.5302419429644942
development,32,gray_scott,coefficient,transformer,iid,ood,64,6,64,0.33470801132074296,0.2398197724131497,0.44905610256049255,0.5785395503513506,73.50820899265818,77.0124367075817,1.5302419429644942
development,32,gray_scott,coefficient,transformer,iid,ood,96,6,64,0.7644568008134659,0.47253875065145473,1.1947845923328408,0.8743322027773345,73.50820899265818,77.0124367075817,1.5302419429644942
development,32,gray_scott,coefficient,transformer,none,test,64,6,64,0.0168203597655275,0.013123205776694133,0.021397042974030642,0.1296933296878737,42.74332523493407,42.78603178813743,1.5238542458973825
development,32,gray_scott,coefficient,transformer,none,test,96,6,64,0.0556515086208992,0.039930482699331506,0.07747178294260554,0.2359057197714782,42.74332523493407,42.78603178813743,1.5238542458973825
development,32,gray_scott,coefficient,transformer,none,ood,64,6,64,0.5249475163304789,0.2973406112609677,0.8924313037568196,0.7245326192315146,42.74332523493407,42.78603178813743,1.5238542458973825
development,32,gray_scott,coefficient,transformer,none,ood,96,6,64,1.2738312004986314,0.6310838504913923,2.3400149738827127,1.1286413072799664,42.74332523493407,42.78603178813743,1.5238542458973825
development,32,gray_scott,coefficient,transformer,response_matched,test,64,6,64,0.030074143567785577,0.024997840577637792,0.03556790913395878,0.17341898272042072,73.41557938729723,76.9202291938321,1.5239160042256117
development,32,gray_scott,coefficient,transformer,response_matched,test,96,6,64,0.07658647952377377,0.056970896691250696,0.10085780596588496,0.27674262325087146,73.41557938729723,76.9202291938321,1.5239160042256117
development,32,gray_scott,coefficient,transformer,response_matched,ood,64,6,64,0.3765159997948122,0.25915214063030084,0.5000202734486091,0.613608995855514,73.41557938729723,76.9202291938321,1.5239160042256117
development,32,gray_scott,coefficient,transformer,response_matched,ood,96,6,64,0.8870156306807188,0.5070676439873235,1.3223058816095803,0.9418150724429498,73.41557938729723,76.9202291938321,1.5239160042256117
development,32,gray_scott,coefficient,transformer,smooth,test,64,6,64,0.031127025338310743,0.02629784517045034,0.03664884792392881,0.17642852756374391,73.55562385567464,77.06042383098975,1.5240659471601248
development,32,gray_scott,coefficient,transformer,smooth,test,96,6,64,0.08307370845851779,0.059011956764599305,0.11649500974677234,0.28822510032701487,73.55562385567464,77.06042383098975,1.5240659471601248
development,32,gray_scott,coefficient,transformer,smooth,ood,64,6,64,0.3250162441224049,0.22557127188809128,0.43765467231741156,0.5701019594093717,73.55562385567464,77.06042383098975,1.5240659471601248
development,32,gray_scott,coefficient,transformer,smooth,ood,96,6,64,0.7403962953346008,0.43831580287835575,1.1486608008861179,0.8604628378579756,73.55562385567464,77.06042383098975,1.5240659471601248
development,32,gray_scott,correct,fno,iid,test,64,6,64,0.0007325018444213939,0.0005379678169198396,0.0009398030479312216,0.027064771279680048,41.90694115000466,45.395279148826376,1.2584229814819992
development,32,gray_scott,correct,fno,iid,test,96,6,64,0.0016263315405334593,0.0010681149239666204,0.002267996593110254,0.04032780108725815,41.90694115000466,45.395279148826376,1.2584229814819992
development,32,gray_scott,correct,fno,iid,ood,64,6,64,0.12836084105806436,0.08524223070655713,0.17700004628877708,0.35827481220156177,41.90694115000466,45.395279148826376,1.2584229814819992
development,32,gray_scott,correct,fno,iid,ood,96,6,64,0.44104507997818504,0.28936437063102816,0.5925159066781854,0.6641122495317979,41.90694115000466,45.395279148826376,1.2584229814819992
development,32,gray_scott,correct,fno,none,test,64,6,64,0.0004434856750632372,0.0003438128485036161,0.0005700428061511418,0.021059099578643842,24.999767874833196,25.034792294260114,1.2483337195590138
development,32,gray_scott,correct,fno,none,test,96,6,64,0.0011536196835882468,0.000783783881950372,0.0016372353114777322,0.033964977308813954,24.999767874833196,25.034792294260114,1.2483337195590138
development,32,gray_scott,correct,fno,none,ood,64,6,64,0.11635146539602144,0.08498743249930703,0.15085915169576877,0.341103306046748,24.999767874833196,25.034792294260114,1.2483337195590138
development,32,gray_scott,correct,fno,none,ood,96,6,64,0.3691750356780999,0.2717999497065125,0.47405842590267355,0.6075977581246493,24.999767874833196,25.034792294260114,1.2483337195590138
development,32,gray_scott,correct,fno,response_matched,test,64,6,64,0.0009075119044478046,0.000657903975918302,0.0012155918127021567,0.03012493824803305,42.03137489346167,45.51951545864964,1.24907698482275
development,32,gray_scott,correct,fno,response_matched,test,96,6,64,0.0024361131665657427,0.0013853111677055775,0.003832912798727747,0.04935699713886312,42.03137489346167,45.51951545864964,1.24907698482275
development,32,gray_scott,correct,fno,response_matched,ood,64,6,64,0.14228787006306245,0.08125872414519943,0.20706297520742475,0.37721064415398253,42.03137489346167,45.51951545864964,1.24907698482275
development,32,gray_scott,correct,fno,response_matched,ood,96,6,64,0.5423496571328347,0.28317229634696156,0.8291394622267004,0.7364439266725163,42.03137489346167,45.51951545864964,1.24907698482275
development,32,gray_scott,correct,fno,smooth,test,64,6,64,0.00042400102816236965,0.0003166538057966414,0.0005562733353331318,0.02059128524794821,41.96917047887109,45.457594395925604,1.2532072374597192
development,32,gray_scott,correct,fno,smooth,test,96,6,64,0.0010401302276491257,0.0007081224371081785,0.0014712338290919205,0.03225105002397791,41.96917047887109,45.457594395925604,1.2532072374597192
development,32,gray_scott,correct,fno,smooth,ood,64,6,64,0.09972236454958294,0.07928999232961856,0.1230089633080646,0.3157884807107171,41.96917047887109,45.457594395925604,1.2532072374597192
development,32,gray_scott,correct,fno,smooth,ood,96,6,64,0.3178796042148458,0.26335161263418816,0.37956581938792483,0.5638081271273462,41.96917047887109,45.457594395925604,1.2532072374597192
development,32,gray_scott,correct,looped,iid,test,64,6,64,0.01584899640826461,0.012479442659600255,0.019441735534798936,0.1258927972850894,70.05743617479068,73.54952533372368,1.5313504613004625
development,32,gray_scott,correct,looped,iid,test,96,6,64,0.0422570646075705,0.029654381679817664,0.057129792914277416,0.20556523200086754,70.05743617479068,73.54952533372368,1.5313504613004625
development,32,gray_scott,correct,looped,iid,ood,64,6,64,0.5635137389955304,0.2761069389334476,0.9622022617875818,0.7506755217772392,70.05743617479068,73.54952533372368,1.5313504613004625
development,32,gray_scott,correct,looped,iid,ood,96,6,64,1.303958054268827,0.6649337474847855,2.1140974988972943,1.1419098275559358,70.05743617479068,73.54952533372368,1.5313504613004625
development,32,gray_scott,correct,looped,none,test,64,6,64,0.01828511733519697,0.014738590694076903,0.02244012739339066,0.13522247348424363,39.37214013289971,39.41068594631118,1.5319807222113013
development,32,gray_scott,correct,looped,none,test,96,6,64,0.047929467080608974,0.034283010362439345,0.06756705311668525,0.218927995196158,39.37214013289971,39.41068594631118,1.5319807222113013
development,32,gray_scott,correct,looped,none,ood,64,6,64,0.5207359346596561,0.28488407124401516,0.8518323247160636,0.7216203535514059,39.37214013289971,39.41068594631118,1.5319807222113013
development,32,gray_scott,correct,looped,none,ood,96,6,64,1.247856862152889,0.7108237968191351,1.9418119306658508,1.1170751372011145,39.37214013289971,39.41068594631118,1.5319807222113013
development,32,gray_scott,correct,looped,response_matched,test,64,6,64,0.015901098089207588,0.012536860888893367,0.019552706355626708,0.1260995562609464,69.19842272934814,72.69050541628773,1.5299442340619862
development,32,gray_scott,correct,looped,response_matched,test,96,6,64,0.041619683973476866,0.02901776997757408,0.05645608490508258,0.20400902914693964,69.19842272934814,72.69050541628773,1.5299442340619862
development,32,gray_scott,correct,looped,response_matched,ood,64,6,64,0.598090076561372,0.27043282372785904,1.0416930856386266,0.7733628362944344,69.19842272934814,72.69050541628773,1.5299442340619862
development,32,gray_scott,correct,looped,response_matched,ood,96,6,64,1.3349159730674323,0.6320496340423875,2.2126584407158085,1.155385638247002,69.19842272934814,72.69050541628773,1.5299442340619862
development,32,gray_scott,correct,looped,smooth,test,64,6,64,0.018146469799754133,0.014480432592666232,0.022062196266209783,0.13470883341397524,69.63023335735004,73.12205327216846,1.529782940633595
development,32,gray_scott,correct,looped,smooth,test,96,6,64,0.05262559341044238,0.03748350352452306,0.06952694980568808,0.22940268832435765,69.63023335735004,73.12205327216846,1.529782940633595
development,32,gray_scott,correct,looped,smooth,ood,64,6,64,0.5255362411064476,0.2883326537527141,0.891738675626266,0.7249387843855836,69.63023335735004,73.12205327216846,1.529782940633595
development,32,gray_scott,correct,looped,smooth,ood,96,6,64,1.2688413146628372,0.7214069131818653,2.042258981713754,1.126428566160694,69.63023335735004,73.12205327216846,1.529782940633595
development,32,gray_scott,correct,transformer,iid,test,64,6,64,0.014873210188828681,0.01163176119600068,0.018641333963921262,0.12195577144534277,73.12251334552032,76.61836096830666,1.5663900063373148
development,32,gray_scott,correct,transformer,iid,test,96,6,64,0.04556035149627094,0.033464550225490775,0.06083197967074184,0.21344870928696416,73.12251334552032,76.61836096830666,1.5663900063373148
development,32,gray_scott,correct,transformer,iid,ood,64,6,64,0.4608025027421829,0.28999775640411907,0.7043603998962722,0.6788243533803003,73.12251334552032,76.61836096830666,1.5663900063373148
development,32,gray_scott,correct,transformer,iid,ood,96,6,64,1.087699163630317,0.5964098110960125,1.8558326201940005,1.0429281680107778,73.12251334552032,76.61836096830666,1.5663900063373148
development,32,gray_scott,correct,transformer,none,test,64,6,64,0.016820524071875703,0.013123314405009903,0.021397499157413218,0.12969396312811057,43.113414487646274,43.15571585289823,1.5247316914610565
development,32,gray_scott,correct,transformer,none,test,96,6,64,0.05565241355215652,0.03993103812872911,0.07747341138628787,0.23590763775714538,43.113414487646274,43.15571585289823,1.5247316914610565
development,32,gray_scott,correct,transformer,none,ood,64,6,64,0.5249526503440768,0.29734176005501833,0.8924452254881006,0.7245361622059155,43.113414487646274,43.15571585289823,1.5247316914610565
development,32,gray_scott,correct,transformer,none,ood,96,6,64,1.2738446621081643,0.6310854952873688,2.340049841210834,1.1286472708991788,43.113414487646274,43.15571585289823,1.5247316914610565
development,32,gray_scott,correct,transformer,response_matched,test,64,6,64,0.014818221835583012,0.012182109022200864,0.017748361984728737,0.12173011885142893,72.58579508696373,76.0820047565115,1.55442722607404
development,32,gray_scott,correct,transformer,response_matched,test,96,6,64,0.044232231398616116,0.03521447852880387,0.05459095706870744,0.21031460101147548,72.58579508696373,76.0820047565115,1.55442722607404
development,32,gray_scott,correct,transformer,response_matched,ood,64,6,64,0.43937286204795517,0.28924995842748186,0.654993594319404,0.6628520664884098,72.58579508696373,76.0820047565115,1.55442722607404
development,32,gray_scott,correct,transformer,response_matched,ood,96,6,64,1.012642382977364,0.5775165148589348,1.7059120425055134,1.0063013380580212,72.58579508696373,76.0820047565115,1.55442722607404
development,32,gray_scott,correct,transformer,smooth,test,64,6,64,0.018535818578545898,0.013882283997901748,0.024380781005168432,0.1361463131287289,72.71769380771245,76.21379967864293,1.524726243223995
development,32,gray_scott,correct,transformer,smooth,test,96,6,64,0.0706087420828392,0.04729795944005483,0.10108959907748805,0.2657230552339017,72.71769380771245,76.21379967864293,1.524726243223995
development,32,gray_scott,correct,transformer,smooth,ood,64,6,64,0.48952311386241104,0.28917430774050373,0.7731300533100873,0.699659284125074,72.71769380771245,76.21379967864293,1.524726243223995
development,32,gray_scott,correct,transformer,smooth,ood,96,6,64,1.1887941993307136,0.6308122622722404,2.0423498090973853,1.0903183935579155,72.71769380771245,76.21379967864293,1.524726243223995
development,32,ks,coefficient,fno,iid,test,64,6,64,0.07856639697088645,0.04825507131995178,0.11755316548224903,0.2802969799532033,42.21833630177813,45.42533864096428,1.2599807931110263
development,32,ks,coefficient,fno,iid,test,96,6,64,0.2473265056569268,0.1730360914115995,0.33840585131905326,0.49731931960957115,42.21833630177813,45.42533864096428,1.2599807931110263
development,32,ks,coefficient,fno,iid,ood,64,6,64,0.40444862826291295,0.3164858301335122,0.5027927324901748,0.6359627569778854,42.21833630177813,45.42533864096428,1.2599807931110263
development,32,ks,coefficient,fno,iid,ood,96,6,64,0.820252403334432,0.6947296175396038,0.9580855659289909,0.9056778695178722,42.21833630177813,45.42533864096428,1.2599807931110263
development,32,ks,coefficient,fno,none,test,64,6,64,0.02701678990113454,0.013746094329818685,0.04828458695931495,0.16436784935362067,25.474661851922672,25.508863172183435,1.253801817074418
development,32,ks,coefficient,fno,none,test,96,6,64,0.11005360631327661,0.06568686835862003,0.16929050775890397,0.33174328375006573,25.474661851922672,25.508863172183435,1.253801817074418
development,32,ks,coefficient,fno,none,ood,64,6,64,0.4755646330000136,0.3575150927657365,0.6075243744108121,0.689611943777088,25.474661851922672,25.508863172183435,1.253801817074418
development,32,ks,coefficient,fno,none,ood,96,6,64,0.8960577538062399,0.7351932126088643,1.0671579391564499,0.9466032716012764,25.474661851922672,25.508863172183435,1.253801817074418
development,32,ks,coefficient,fno,response_matched,test,64,6,64,0.08034419572132706,0.04922238569032533,0.12124633730819012,0.28345051723594905,42.11022716814963,45.317505820499115,1.2645773007534444
development,32,ks,coefficient,fno,response_matched,test,96,6,64,0.2251152908407609,0.15780665356871218,0.3021856553906508,0.4744631606782142,42.11022716814963,45.317505820499115,1.2645773007534444
development,32,ks,coefficient,fno,response_matched,ood,64,6,64,0.4260560286949265,0.35171850954154243,0.5101296394245693,0.6527296750531008,42.11022716814963,45.317505820499115,1.2645773007534444
development,32,ks,coefficient,fno,response_matched,ood,96,6,64,0.8508664347612589,0.7520904218768436,0.9535179043896331,0.9224242162699648,42.11022716814963,45.317505820499115,1.2645773007534444
development,32,ks,coefficient,fno,smooth,test,64,6,64,0.10068325265073859,0.06441041602708993,0.14699605790917694,0.31730624426685744,41.385593929948904,44.592618029254176,1.275335787795484
development,32,ks,coefficient,fno,smooth,test,96,6,64,0.28607795280537535,0.20748867188833067,0.37571893595933575,0.5348625550600596,41.385593929948904,44.592618029254176,1.275335787795484
development,32,ks,coefficient,fno,smooth,ood,64,6,64,0.42661593692742206,0.3430443183474656,0.5154143747780702,0.6531584317203768,41.385593929948904,44.592618029254176,1.275335787795484
development,32,ks,coefficient,fno,smooth,ood,96,6,64,0.802375919556806,0.6808464135121971,0.9210702392922598,0.8957543857312706,41.385593929948904,44.592618029254176,1.275335787795484
development,32,ks,coefficient,looped,iid,test,64,6,64,0.4516573833507202,0.3620952988922864,0.5571529392860783,0.6720545984893789,69.02064514672384,72.23208071167271,1.5465280856005847
development,32,ks,coefficient,looped,iid,test,96,6,64,0.8593695151060067,0.7216692542409524,1.0087535783946346,0.9270218525504168,69.02064514672384,72.23208071167271,1.5465280856005847
development,32,ks,coefficient,looped,iid,ood,64,6,64,6.127545035312655,3.6127130336771165,9.54049358008747,2.475387855531463,69.02064514672384,72.23208071167271,1.5465280856005847
development,32,ks,coefficient,looped,iid,ood,96,6,64,9.80665165129299,4.932872240782012,15.503289575960245,3.131557384320618,69.02064514672384,72.23208071167271,1.5465280856005847
development,32,ks,coefficient,looped,none,test,64,6,64,0.6417572968844559,0.3268437423549586,1.1420158862187983,0.8010975576572781,38.942994286616646,38.981424583354965,1.5680603450164199
development,32,ks,coefficient,looped,none,test,96,6,64,1.4423298322555158,0.7508610936620761,2.6421193742447358,1.2009703710981032,38.942994286616646,38.981424583354965,1.5680603450164199
development,32,ks,coefficient,looped,none,ood,64,6,64,12.079012388739462,5.671854965246399,21.067888671920727,3.475487359887741,38.942994286616646,38.981424583354965,1.5680603450164199
development,32,ks,coefficient,looped,none,ood,96,6,64,32.50008056269632,9.93422772664361,65.51352819917976,5.700884191307197,38.942994286616646,38.981424583354965,1.5680603450164199
development,32,ks,coefficient,looped,response_matched,test,64,6,64,0.4321289612792297,0.3551696653172562,0.5166820017054256,0.6573651658547399,69.0903275468542,72.3017377591071,1.5443890821188688
development,32,ks,coefficient,looped,response_matched,test,96,6,64,0.8573232765039157,0.7348273103219877,0.9928166815203989,0.9259175322370323,69.0903275468542,72.3017377591071,1.5443890821188688
development,32,ks,coefficient,looped,response_matched,ood,64,6,64,5.500136895205657,2.550709750861762,9.81162272677401,2.3452370658860175,69.0903275468542,72.3017377591071,1.5443890821188688
development,32,ks,coefficient,looped,response_matched,ood,96,6,64,7.675281747666955,3.5712971735922094,12.937646812845609,2.770429884993835,69.0903275468542,72.3017377591071,1.5443890821188688
development,32,ks,coefficient,looped,smooth,test,64,6,64,0.4444507062483954,0.356664818262897,0.5413601113371551,0.6666713630030882,68.98003031305659,72.1913958870961,1.5743931056931615
development,32,ks,coefficient,looped,smooth,test,96,6,64,0.85834878695143,0.7206023092781564,1.0049914515192928,0.9264711473928533,68.98003031305659,72.1913958870961,1.5743931056931615
development,32,ks,coefficient,looped,smooth,ood,64,6,64,7.003505868084839,4.2740140948492495,10.115881090532495,2.6464137749197194,68.98003031305659,72.1913958870961,1.5743931056931615
development,32,ks,coefficient,looped,smooth,ood,96,6,64,12.276752507485108,5.462242545564837,21.700852737535566,3.503819702479725,68.98003031305659,72.1913958870961,1.5743931056931615
development,32,ks,coefficient,transformer,iid,test,64,6,64,0.31489680156420036,0.24121589998103737,0.39512443449170526,0.5611566640112192,73.76424099054809,76.97938018431887,1.5683288569562137
development,32,ks,coefficient,transformer,iid,test,96,6,64,0.7088802727874949,0.5947627376576962,0.8301241919445198,0.8419502792846468,73.76424099054809,76.97938018431887,1.5683288569562137
development,32,ks,coefficient,transformer,iid,ood,64,6,64,4.534834293623116,2.80800220674969,6.8155874692677,2.1295150371911244,73.76424099054809,76.97938018431887,1.5683288569562137
development,32,ks,coefficient,transformer,iid,ood,96,6,64,7.632762621204556,4.07927154155989,12.473683213034306,2.7627454861431873,73.76424099054809,76.97938018431887,1.5683288569562137
development,32,ks,coefficient,transformer,none,test,64,6,64,0.9422125910968019,0.5717281430673569,1.386850640178164,0.9706763575449862,43.20425667443002,43.2472209041783,1.5512355719693005
development,32,ks,coefficient,transformer,none,test,96,6,64,1.8009271930242423,1.2625700431242874,2.365442361352641,1.3419862864516323,43.20425667443002,43.2472209041783,1.5512355719693005
development,32,ks,coefficient,transformer,none,ood,64,6,64,7.854271307064498,4.89087074194414,11.546204385641861,2.8025472889970113,43.20425667443002,43.2472209041783,1.5512355719693005
development,32,ks,coefficient,transformer,none,ood,96,6,64,18.844362982083606,6.574418072418982,37.41696707151892,4.341009442754485,43.20425667443002,43.2472209041783,1.5512355719693005
development,32,ks,coefficient,transformer,response_matched,test,64,6,64,0.3314762193199004,0.2659662132395237,0.3993646588473204,0.5757397149058769,73.54837304004468,76.76373893138953,1.5610943431966007
development,32,ks,coefficient,transformer,response_matched,test,96,6,64,0.7273385227862136,0.6131038934913056,0.8490110080746701,0.8528414405891717,73.54837304004468,76.76373893138953,1.5610943431966007
development,32,ks,coefficient,transformer,response_matched,ood,64,6,64,2.8546416296598522,1.7356713019186631,4.381771414805094,1.6895684743921604,73.54837304004468,76.76373893138953,1.5610943431966007
development,32,ks,coefficient,transformer,response_matched,ood,96,6,64,4.534856794057873,2.2065988646279266,7.884237225158027,2.129520320179611,73.54837304004468,76.76373893138953,1.5610943431966007
development,32,ks,coefficient,transformer,smooth,test,64,6,64,0.3283971585123659,0.25813729439423583,0.4046826022863684,0.5730594720553582,73.49937257356942,76.71464557868119,1.553008088376373
development,32,ks,coefficient,transformer,smooth,test,96,6,64,0.7206529282809614,0.6063198132997474,0.8364124051929926,0.8489127919173802,73.49937257356942,76.71464557868119,1.553008088376373
development,32,ks,coefficient,transformer,smooth,ood,64,6,64,5.522684676279965,3.841830819732594,7.564079060770009,2.3500392924970352,73.49937257356942,76.71464557868119,1.553008088376373
development,32,ks,coefficient,transformer,smooth,ood,96,6,64,10.41664145595748,5.967176723413277,15.380053074677951,3.227482216210878,73.49937257356942,76.71464557868119,1.553008088376373
development,32,ks,correct,fno,iid,test,64,6,64,0.01791829097466813,0.010817106987508785,0.029197912614018263,0.13385922073084144,41.83389293200647,45.04311167208167,1.2676600832492113
development,32,ks,correct,fno,iid,test,96,6,64,0.09145492839935042,0.05482183816697151,0.14162566452137523,0.3024151590105073,41.83389293200647,45.04311167208167,1.2676600832492113
development,32,ks,correct,fno,iid,ood,64,6,64,0.35074487500328067,0.27872794429554754,0.4259666065737658,0.5922371779982076,41.83389293200647,45.04311167208167,1.2676600832492113
development,32,ks,correct,fno,iid,ood,96,6,64,0.7488388094014963,0.6351809592265542,0.8700719092304973,0.8653547303860402,41.83389293200647,45.04311167208167,1.2676600832492113
development,32,ks,correct,fno,none,test,64,6,64,0.027114328001445254,0.013685482407725155,0.048699475999177996,0.1646642887861398,24.868850124146167,24.9029763196595,1.2562355492264032
development,32,ks,correct,fno,none,test,96,6,64,0.11030210041203241,0.06572019746994157,0.16998829333893647,0.33211760027440945,24.868850124146167,24.9029763196595,1.2562355492264032
development,32,ks,correct,fno,none,ood,64,6,64,0.4766748559927754,0.35959108375280047,0.6076302441586781,0.6904164366473147,24.868850124146167,24.9029763196595,1.2562355492264032
development,32,ks,correct,fno,none,ood,96,6,64,0.8992052989487034,0.7395131720097499,1.068973708696558,0.9482643613195127,24.868850124146167,24.9029763196595,1.2562355492264032
development,32,ks,correct,fno,response_matched,test,64,6,64,0.01966957810717529,0.01155078309212605,0.03473507850922662,0.14024827309872764,42.619782591393836,45.829056587225445,1.2488045846112072
development,32,ks,correct,fno,response_matched,test,96,6,64,0.08985397833534041,0.056845272386007936,0.13456518030684794,0.2997565317642643,42.619782591393836,45.829056587225445,1.2488045846112072
development,32,ks,correct,fno,response_matched,ood,64,6,64,0.3206727943938584,0.23926416351924817,0.4131883278615891,0.5662797845534117,42.619782591393836,45.829056587225445,1.2488045846112072
development,32,ks,correct,fno,response_matched,ood,96,6,64,0.6970433264455922,0.5760382104088546,0.8204979076975405,0.8348912063530147,42.619782591393836,45.829056587225445,1.2488045846112072
development,32,ks,correct,fno,smooth,test,64,6,64,0.01478723677948623,0.006202985263673307,0.030414182737217934,0.12160278277854594,42.28679179446772,45.49646694865078,1.2403515516780317
development,32,ks,correct,fno,smooth,test,96,6,64,0.06751894016477859,0.03322227101394947,0.11597018365535973,0.2598440689428539,42.28679179446772,45.49646694865078,1.2403515516780317
development,32,ks,correct,fno,smooth,ood,64,6,64,0.29544154905355613,0.22479064821764413,0.3873087360065598,0.5435453514230033,42.28679179446772,45.49646694865078,1.2403515516780317
development,32,ks,correct,fno,smooth,ood,96,6,64,0.6748703706051357,0.5500979794230446,0.8388983750024916,0.821504942532384,42.28679179446772,45.49646694865078,1.2403515516780317
development,32,ks,correct,looped,iid,test,64,6,64,0.40907117552708333,0.2896064963188997,0.552648772433937,0.6395867224443322,69.44949828305592,72.66324590169825,1.5455555403605103
development,32,ks,correct,looped,iid,test,96,6,64,0.905778873007891,0.6874517925054259,1.1880833160367794,0.9517241580457496,69.44949828305592,72.66324590169825,1.5455555403605103
development,32,ks,correct,looped,iid,ood,64,6,64,14.35673978962484,4.6227921127098455,27.53317807925684,3.789028871574462,69.44949828305592,72.66324590169825,1.5455555403605103
development,32,ks,correct,looped,iid,ood,96,6,64,40.27600150682067,7.363994052800769,86.98846011666804,6.346337645195114,69.44949828305592,72.66324590169825,1.5455555403605103
development,32,ks,correct,looped,none,test,64,6,64,0.6417590423799143,0.3268450400327523,1.1420160729420803,0.8010986470965448,39.15360099279011,39.191879835290216,1.5545718488283455
development,32,ks,correct,looped,none,test,96,6,64,1.4423314332938428,0.7508631971883917,2.6421228255898086,1.2009710376582121,39.15360099279011,39.191879835290216,1.5545718488283455
development,32,ks,correct,looped,none,ood,64,6,64,12.078983662774021,5.671858949713164,21.06778036762111,3.475483227232441,39.15360099279011,39.191879835290216,1.5545718488283455
development,32,ks,correct,looped,none,ood,96,6,64,32.5000380268921,9.93421646569031,65.51336804757965,5.700880460673781,39.15360099279011,39.191879835290216,1.5545718488283455
development,32,ks,correct,looped,response_matched,test,64,6,64,0.4054710031273798,0.30341184055148385,0.5276007740730113,0.6367660505455515,69.76054874442828,72.97359784777898,1.5462115523405373
development,32,ks,correct,looped,response_matched,test,96,6,64,0.857448556735544,0.7165996885311599,1.01825191592088,0.9259851817040832,69.76054874442828,72.97359784777898,1.5462115523405373
development,32,ks,correct,looped,response_matched,ood,64,6,64,10.534356063517729,3.3206003516185802,24.647910032313067,3.2456672755409985,69.76054874442828,72.97359784777898,1.5462115523405373
development,32,ks,correct,looped,response_matched,ood,96,6,64,29.673235119824724,4.823881214523194,78.37040346180984,5.447314486958204,69.76054874442828,72.97359784777898,1.5462115523405373
development,32,ks,correct,looped,smooth,test,64,6,64,0.4323190522320918,0.29807715696269405,0.6181152296611867,0.657509735465637,69.94277446072859,73.15604692061122,1.5608950867317617
development,32,ks,correct,looped,smooth,test,96,6,64,0.9930466330337984,0.7039836900715152,1.4230132141652276,0.99651725174921,69.94277446072859,73.15604692061122,1.5608950867317617
development,32,ks,correct,looped,smooth,ood,64,6,64,15.122103911522117,6.062730572390038,31.88546962929632,3.888714943464244,69.94277446072859,73.15604692061122,1.5608950867317617
development,32,ks,correct,looped,smooth,ood,96,6,64,38.867620034109876,9.774825414785045,92.4242048028031,6.234390109233611,69.94277446072859,73.15604692061122,1.5608950867317617
development,32,ks,correct,transformer,iid,test,64,6,64,0.5586784997366335,0.3458185929301284,0.8575064405664009,0.7474479913255728,72.86626057233661,76.08343486208469,1.5470578335225582
development,32,ks,correct,transformer,iid,test,96,6,64,1.1288394061199016,0.7820921182146566,1.6125446742327878,1.0624685435907746,72.86626057233661,76.08343486208469,1.5470578335225582
development,32,ks,correct,transformer,iid,ood,64,6,64,11.22966237724747,2.6577104216251035,27.044065242832456,3.351068841018858,72.86626057233661,76.08343486208469,1.5470578335225582
development,32,ks,correct,transformer,iid,ood,96,6,64,26.53652375900509,3.4254739714450104,69.87613612168957,5.151361350070978,72.86626057233661,76.08343486208469,1.5470578335225582
development,32,ks,correct,transformer,none,test,64,6,64,0.9422128653470313,0.5717301553123569,1.3868517307637804,0.9706764988125711,42.853026484604925,42.89551488837848,1.5553328092209995
development,32,ks,correct,transformer,none,test,96,6,64,1.800931154123062,1.2625683903085776,2.3654596934341185,1.3419877622851342,42.853026484604925,42.89551488837848,1.5553328092209995
development,32,ks,correct,transformer,none,ood,64,6,64,7.8543285414834445,4.8908696623451595,11.546304480155943,2.8025575001208174,42.853026484604925,42.89551488837848,1.5553328092209995
development,32,ks,correct,transformer,none,ood,96,6,64,18.844580490226566,6.574431473728463,37.41761242638919,4.341034495396986,42.853026484604925,42.89551488837848,1.5553328092209995
development,32,ks,correct,transformer,response_matched,test,64,6,64,0.4284416672179047,0.3349497381292618,0.532310523587367,0.6545545563342331,73.57900318480097,76.79618041962385,1.5432932996191084
