stage,grid,family,prior,split,horizon,candidate_kind,candidate_arm,baseline_kind,baseline_arm,candidate_mean_nmse,baseline_mean_nmse,difference_nmse,difference_ci95_low,difference_ci95_high,ratio_of_arithmetic_means,ratio_ci95_low,ratio_ci95_high,interpretation,scope
resolution_g64,64,advection_diffusion,coefficient,ood,96,fno,smooth,mechanistic,,0.03312930413763704,0.6803637107522036,-0.6472344066145665,-0.7771109353083258,-0.5266823739001991,0.04869352026581429,0.037081397017029026,0.06367567849644222,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,fno,smooth,transformer,smooth,0.03312930413763704,1.886554934476128,-1.853425630338491,-2.9587607615861855,-0.8522798118789654,0.01756074182214928,0.009800015284118647,0.03608712507817698,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,fno,smooth,fno,none,0.03312930413763704,0.07144209818428951,-0.03831279404665247,-0.0777924864213673,0.0068784521384803775,0.46372244068445273,0.28230260888452025,1.185049917918748,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,fno,smooth,mechanistic,,0.002054883564123682,0.6843451949922859,-0.6822903114281622,-0.8279678021987893,-0.5517324042918014,0.003002700361104816,0.0021729114557050124,0.0038425970221422035,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,fno,smooth,transformer,smooth,0.002054883564123682,0.007364762067045505,-0.005309878502921823,-0.010276439354991606,-0.0013161532852715944,0.27901560775717393,0.13608231933590226,0.6503616836815584,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,fno,smooth,fno,none,0.002054883564123682,0.000446428768592374,0.0016084547955313082,0.0010495286135736625,0.0022925288557028704,4.602937150764043,3.3613848270187723,6.009997936663331,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,fno,smooth,mechanistic,,0.0031257206740217883,0.9744069063983882,-0.9712811857243664,-1.1838268469701885,-0.7869947930214574,0.0032078186776970884,0.002144171232209762,0.00434143941705377,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,fno,smooth,transformer,smooth,0.0031257206740217883,0.013922160885756929,-0.01079644021173514,-0.024337932731455906,-0.0012359480308628457,0.22451404632305016,0.0829868618780567,0.7631483210800081,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,fno,smooth,fno,none,0.0031257206740217883,0.0006863241248403518,0.0024393965491814364,0.0014389067188525775,0.0037055572996151772,4.554292295566432,3.2400894735447525,5.981160115567086,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,looped,none,mechanistic,,7.755529290176952,0.5866011770092996,7.168928113167652,0.9424272997072656,15.798286909051276,13.221128074985094,2.559784529364765,28.441473717736233,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,looped,none,transformer,none,7.755529290176952,1.2092657748682853,6.546263515308667,0.4417402883605653,15.30830638831927,6.413419987034441,1.4243516527543676,15.655699257768555,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,looped,none,mechanistic,,22.14571872475011,0.6803637107522036,21.465355013997907,2.285344892463814,49.5710247314137,32.54982353521768,4.350850335119992,75.39593224085388,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,looped,none,transformer,none,22.14571872475011,1.740269279179595,20.405449445570515,1.2798740991496518,48.74312404535121,12.725455186561781,1.8338852278601836,39.290469941743346,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,looped,none,mechanistic,,0.0038629084201143304,0.6843451949922859,-0.6804822865721716,-0.8258603639119094,-0.5503023915285246,0.0056446782243541205,0.0047761696935114005,0.0068533664099489225,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,looped,none,transformer,none,0.0038629084201143304,0.0016290375265280987,0.0022338708935862317,0.0014720877838579934,0.003031186772800899,2.3712826483176173,1.781877049162487,3.29966762688066,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,looped,none,mechanistic,,0.006281404221138653,0.9744069063983882,-0.9681255021772496,-1.1797266137440534,-0.7847285450800973,0.006446387212459359,0.004726173564594668,0.008739185288370477,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,looped,none,transformer,none,0.006281404221138653,0.0024692959029767687,0.0038121083181618847,0.002541684163485701,0.0055343532285146175,2.5438037675299823,2.048506594339294,3.1730044906343773,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,looped,smooth,mechanistic,,2.535188037439518,0.5866011770092996,1.9485868604302183,0.5043380285145931,3.2443955695134954,4.321825691460089,1.864761968593062,6.897454509953821,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,looped,smooth,transformer,smooth,2.535188037439518,1.341899019730171,1.193289017709347,0.1944981563505417,2.267279826922445,1.8892539603682648,1.2157820484187631,2.7111782377328972,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,looped,smooth,looped,none,2.535188037439518,7.755529290176952,-5.220341252737434,-12.867195828886475,0.3034543712707485,0.3268878167542417,0.20087775669972693,1.182538203387999,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,looped,smooth,mechanistic,,7.395931382304369,0.6803637107522036,6.715567671552165,1.300430901626662,12.900764322739887,10.870555359467215,2.9459949745686482,20.842892769200102,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,looped,smooth,transformer,smooth,7.395931382304369,1.886554934476128,5.509376447828241,0.894956812987488,11.870119969844929,3.920337143194891,1.7355508795318133,8.73171087804536,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,looped,smooth,looped,none,7.395931382304369,22.14571872475011,-14.749787342445742,-36.230852081997675,0.4590462486860515,0.33396664494066103,0.25222145605631974,1.1377518624941538,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,looped,smooth,mechanistic,,0.009022392936275547,0.6843451949922859,-0.6753228020560103,-0.819763421600351,-0.5458903774675982,0.013183979375170816,0.009300660455446379,0.017816744238348503,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,looped,smooth,transformer,smooth,0.009022392936275547,0.007364762067045505,0.0016576308692300423,-0.0007671345912228261,0.004503470901444988,1.2250759568523344,0.924561494271144,2.1344313082898956,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,looped,smooth,looped,none,0.009022392936275547,0.0038629084201143304,0.005159484516161217,0.002253641208852715,0.008529899414519574,2.3356476403363744,1.51400339065645,3.4098168274181213,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,looped,smooth,mechanistic,,0.016730815403492603,0.9744069063983882,-0.9576760909948956,-1.168876444375258,-0.7742269650894257,0.017170255355981823,0.008021531629394,0.031642106777887855,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,looped,smooth,transformer,smooth,0.016730815403492603,0.013922160885756929,0.0028086545177356745,-0.0020470095795844705,0.008975769986235662,1.2017398405881856,0.8477115476427287,2.1156428497070703,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,looped,smooth,looped,none,0.016730815403492603,0.006281404221138653,0.01044941118235395,0.002230230130446593,0.02292796790063789,2.6635470054910346,1.3940369472478935,4.007810040401902,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,transformer,none,mechanistic,,1.2092657748682853,0.5866011770092996,0.6226645978589858,0.16514893887332463,1.0668330292319073,2.061478602947151,1.2801912480325854,2.8876256161164116,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,transformer,none,mechanistic,,1.740269279179595,0.6803637107522036,1.0599055684273915,0.19113150907377366,1.945792982637079,2.557851413408822,1.2702955362792425,3.9209563238880203,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,transformer,none,mechanistic,,0.0016290375265280987,0.6843451949922859,-0.6827161574657578,-0.8282535928004648,-0.552255112223872,0.0023804324753773742,0.0018969563673665619,0.0029836934835261934,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,transformer,none,mechanistic,,0.0024692959029767687,0.9744069063983882,-0.9719376104954115,-1.1838813899625966,-0.7877881232994066,0.0025341527104973042,0.0017822696202052938,0.0036394939903954255,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,transformer,smooth,mechanistic,,1.341899019730171,0.5866011770092996,0.7552978427208714,0.172661566577297,1.3077367131491808,2.287583237680577,1.3014191708479967,3.288455404862211,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,64,transformer,smooth,transformer,none,1.341899019730171,1.2092657748682853,0.13263324486188566,-0.12340737796267795,0.3892189229906939,1.109680806005059,0.8921713619352315,1.2983458248403175,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,transformer,smooth,mechanistic,,1.886554934476128,0.6803637107522036,1.2061912237239245,0.20417727256435475,2.3210560969836127,2.7728623744355367,1.2960132936244007,4.464347799734533,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,ood,96,transformer,smooth,transformer,none,1.886554934476128,1.740269279179595,0.14628565529653303,-0.26826013268068166,0.5595410791755651,1.0840592068403894,0.8343140269045073,1.2782047092060975,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,transformer,smooth,mechanistic,,0.007364762067045505,0.6843451949922859,-0.6769804329252403,-0.8219872593398322,-0.5476692895164278,0.010761764853377136,0.005485390303085708,0.01779311661453609,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,64,transformer,smooth,transformer,none,0.007364762067045505,0.0016290375265280987,0.005735724540517406,0.0022917056213629466,0.010065178298546413,4.520928429894259,2.5520203445676946,6.597447270978102,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,transformer,smooth,mechanistic,,0.013922160885756929,0.9744069063983882,-0.9604847455126313,-1.1723971072657562,-0.7762114281393159,0.01428783067354905,0.00539898997427155,0.02742692856224299,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,coefficient,test,96,transformer,smooth,transformer,none,0.013922160885756929,0.0024692959029767687,0.01145286498278016,0.003408207010357832,0.023199738918213732,5.638109579728205,2.8293646709535425,8.113878762696128,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,fno,none,mechanistic,,0.05062319779995572,1.4087050288203623e-12,0.050623197798547015,0.025091960617125715,0.07459829092376502,35935981461.17726,18136137350.840492,54737340710.01857,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,fno,none,transformer,none,0.05062319779995572,1.209264869612305,-1.1586416718123491,-1.5993442785210548,-0.6866246516617398,0.04186278711312082,0.024472974201353383,0.06485180630001554,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,fno,none,mechanistic,,0.07366888054129454,2.1311640766080192e-12,0.07366888053916337,0.03537635481578637,0.11097993849591788,34567437275.194046,16764252224.7735,53933406939.45979,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,fno,none,transformer,none,0.07366888054129454,1.7402678984124929,-1.6665990178711982,-2.524457225865751,-0.8024640534296048,0.042331919475442126,0.02583558422863149,0.07334918808033898,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,fno,none,mechanistic,,0.0004353958452193989,2.9301991684989413e-12,0.00043539584228919975,0.0003350743108350873,0.0005529497018860459,148589164.1428729,107651169.03880586,211807106.20729345,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,fno,none,transformer,none,0.0004353958452193989,0.0016289262843475621,-0.0011935304391281632,-0.00159868026406097,-0.0008580500613242139,0.26729008513346514,0.20487749455621604,0.3453777886347602,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,fno,none,mechanistic,,0.0006342070337748506,5.076716209261053e-12,0.0006342070286981344,0.0004917690061283734,0.0007848511852118046,124924657.52131598,91527539.7047785,180177704.4480209,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,fno,none,transformer,none,0.0006342070337748506,0.0024689372179302433,-0.0018347301841553929,-0.002854977471512372,-0.0010399465614860952,0.25687450825765357,0.17235321358448033,0.38824392998313073,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,fno,smooth,mechanistic,,0.029218411772438724,1.4087050288203623e-12,0.029218411771030017,0.01639095553493692,0.04328297118544076,20741327087.407345,11659501250.597252,31805625145.255093,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,fno,smooth,transformer,smooth,0.029218411772438724,1.5128764494469706,-1.4836580376745319,-2.0941044630776666,-0.824296777254177,0.01931315130400732,0.00924299502057237,0.04144539540728381,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,fno,smooth,fno,none,0.029218411772438724,0.05062319779995572,-0.021404786027516998,-0.040731134591255234,-0.004670292856792609,0.5771743596265718,0.3806829598277573,0.8363694695071625,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,fno,smooth,mechanistic,,0.0446295084833526,2.1311640766080192e-12,0.044629508481221436,0.024285978162646434,0.06737237949385272,20941376111.399807,11501212731.572344,32731324434.835186,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,fno,smooth,transformer,smooth,0.0446295084833526,2.3025700717203343,-2.2579405632369816,-3.5943900744952058,-1.0085177443490547,0.019382475708983857,0.008330855556806903,0.05224697980745593,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,fno,smooth,fno,none,0.0446295084833526,0.07366888054129454,-0.029039372057941944,-0.056819873600072957,-0.003247871336817901,0.6058122256701846,0.4031271940914474,0.912438307069787,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,fno,smooth,mechanistic,,0.0001507772125546301,2.9301991684989413e-12,0.00015077720962443093,9.596562781033499e-05,0.0002270424976658829,51456301.733874634,31502758.248562016,81294245.30358844,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,fno,smooth,transformer,smooth,0.0001507772125546301,0.0018389460538037194,-0.0016881688412490894,-0.0021850089114608968,-0.001245859131984339,0.08199110150227569,0.054425224319472776,0.12146132167889616,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,fno,smooth,fno,none,0.0001507772125546301,0.0004353958452193989,-0.0002846186326647688,-0.00038136407602871986,-0.00019503903153949146,0.34629915331105754,0.22544779365781042,0.4891633606790641,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,fno,smooth,mechanistic,,0.00022946813211125743,5.076716209261053e-12,0.00022946812703454123,0.00013003405775717988,0.0003656470009773272,45200110.19971075,25482386.581464425,73143849.20532769,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,fno,smooth,transformer,smooth,0.00022946813211125743,0.0027627087765185005,-0.0025332406444072432,-0.003915615836046941,-0.0014243758054778486,0.08305910997988998,0.04336540422006318,0.15735831051343366,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,fno,smooth,fno,none,0.00022946813211125743,0.0006342070337748506,-0.00040473890166359315,-0.0005345148702980103,-0.0002744111641880194,0.3618189642985271,0.21717525226695739,0.5348533743454772,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,looped,none,mechanistic,,7.755582018009193,1.4087050288203623e-12,7.755582018007784,1.5029944967053033,16.410519905948092,5505469107683.709,1007038098246.4387,12085804956988.582,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,looped,none,transformer,none,7.755582018009193,1.209264869612305,6.546317148396888,0.44174877338050744,15.308427720052961,6.413468391334036,1.4243612865041257,15.655859441755013,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,looped,none,mechanistic,,22.145840381861376,2.1311640766080192e-12,22.145840381859244,2.954642949818641,50.24863116460937,10391429090297.404,1278343520021.2483,24689296052167.953,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,looped,none,transformer,none,22.145840381861376,1.7402678984124929,20.405572483448882,1.279893831361539,48.74339254713825,12.725535190336645,1.8338994841382985,39.29078653176088,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,looped,none,mechanistic,,0.0038628679517837827,2.9301991684989413e-12,0.0038628679488535837,0.003200654172341438,0.004553175045245588,1318295354.5654788,1039086011.4292648,1789728934.6046345,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,looped,none,transformer,none,0.0038628679517837827,0.0016289262843475621,0.0022339416674362206,0.0014721842077440295,0.003031162496362423,2.3714197437307525,1.7821995283061018,3.2997110415386586,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,looped,none,mechanistic,,0.0062812822455951545,5.076716209261053e-12,0.0062812822405184385,0.004422441085568968,0.00866305650847825,1237272675.225908,881726962.0389817,1804993266.1342309,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,looped,none,transformer,none,0.0062812822455951545,0.0024689372179302433,0.003812345027664911,0.002541688245573891,0.005534819911575834,2.5441239250550374,2.04915188200087,3.173288423651201,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,looped,smooth,mechanistic,,4.0820030522625,1.4087050288203623e-12,4.082003052261092,1.6842716080862126,6.044111781996042,2897698928270.8354,1146740569671.1033,4747786438053.16,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,looped,smooth,transformer,smooth,4.0820030522625,1.5128764494469706,2.5691266028155297,0.6468100017116012,4.43328694144872,2.6981734389180754,1.4657637360408002,3.99339748219189,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,looped,smooth,looped,none,4.0820030522625,7.755582018009193,-3.6735789657466924,-10.94156768328767,0.6278445618710781,0.5263309759066056,0.3042544594223347,1.3778107896249612,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,looped,smooth,mechanistic,,12.15879111796986,2.1311640766080192e-12,12.158791117967729,4.023163895279403,20.85413771963797,5705234642150.081,1726884033623.5771,10633359535734.375,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,looped,smooth,transformer,smooth,12.15879111796986,2.3025700717203343,9.856221046249527,1.8846555612531037,18.646577227521195,5.2805303375134995,1.8260618763423433,11.320619853818645,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,looped,smooth,looped,none,12.15879111796986,22.145840381861376,-9.987049263891516,-30.007920823674674,1.5345728407613952,0.5490327261605551,0.38043727647634074,1.4488489436331244,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,looped,smooth,mechanistic,,0.004665021434605843,2.9301991684989413e-12,0.004665021431675643,0.003438138957420734,0.005928808817951692,1592049265.714454,1093849758.8630984,2317084557.1494427,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,looped,smooth,transformer,smooth,0.004665021434605843,0.0018389460538037194,0.0028260753808021233,0.0018848250650248457,0.0039549045014442875,2.5367908019686616,2.0390192006981662,3.315302713464526,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,looped,smooth,looped,none,0.004665021434605843,0.0038628679517837827,0.00080215348282206,-0.00022213477809811255,0.0017814403238923082,1.2076574951136096,0.9418192014498428,1.465776792722799,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,looped,smooth,mechanistic,,0.00957346279901683,5.076716209261053e-12,0.009573462793940113,0.0040135764529918684,0.018325554859070416,1885758904.851273,788218065.7433519,4007309047.091341,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,looped,smooth,transformer,smooth,0.00957346279901683,0.0027627087765185005,0.006810754022498329,0.002303395233175479,0.014595400866199953,3.465245008951352,2.1974079337520767,5.162664602089422,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,looped,smooth,looped,none,0.00957346279901683,0.0062812822455951545,0.0032921805534216753,-0.0011442737995942373,0.010083110045649185,1.5241255566457577,0.7882643154686259,2.2522801669788333,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,64,transformer,none,mechanistic,,1.209264869612305,1.4087050288203623e-12,1.2092648696108963,0.7209746316984886,1.6702476657434588,858423051577.3292,511583141625.763,1270987649822.8198,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,ood,96,transformer,none,mechanistic,,1.7402678984124929,2.1311640766080192e-12,1.7402678984103617,0.8438601927856326,2.629560280804009,816580908769.0327,404978566208.3389,1321114178555.2947,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,64,transformer,none,mechanistic,,0.0016289262843475621,2.9301991684989413e-12,0.0016289262814173629,0.0012535877861140953,0.0020559114094643774,555909749.0229701,408023836.2054441,793644213.2349699,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
resolution_g64,64,advection_diffusion,correct,test,96,transformer,none,mechanistic,,0.0024689372179302433,5.076716209261053e-12,0.002468937212853527,0.0016602025873202805,0.003500056845544808,486325631.7984361,327396783.49803686,772750673.2542773,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
