stage,grid,family,prior,kind,arm,n_seeds,parameter_count,mean_training_validation_seconds,mean_setup_plus_training_plus_bank_seconds,median_inference_ms_per_step,min_inference_ms,max_inference_ms,latency_scope,cost_scope
development,32,gray_scott,coefficient,looped,iid,6,34178,69.40773414944609,72.9082672658842,1.531083951704204,1.5264639630913734,1.5663639642298222,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,looped,none,6,34178,39.601634229766205,39.64029876437659,1.53174321167171,1.5270999632775784,1.5633769566193223,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,looped,response_matched,6,34178,69.4808187361341,72.98156419582665,1.5334232128225267,1.5274339588358998,1.6125694615766406,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,looped,smooth,6,34178,69.40323275273356,72.90358132620652,1.5334117226302624,1.5272949589416385,1.7820329405367374,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,transformer,iid,6,101122,73.50820899265818,77.0124367075817,1.5302419429644942,1.5239379601553082,1.5397999435663223,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,transformer,none,6,101122,42.74332523493407,42.78603178813743,1.5238542458973825,1.5072909416630864,1.5660139499232173,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,transformer,response_matched,6,101122,73.41557938729723,76.9202291938321,1.5239160042256117,1.5226734336465597,1.5272879507392645,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,coefficient,transformer,smooth,6,101122,73.55562385567464,77.06042383098975,1.5240659471601248,1.5215804567560554,1.5318484511226416,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,fno,iid,6,210306,41.90694115000466,45.395279148826376,1.2584229814819992,1.2307734927162528,1.2815139489248395,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,fno,none,6,210306,24.999767874833196,25.034792294260114,1.2483337195590138,1.238006493076682,1.252087950706482,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,fno,response_matched,6,210306,42.03137489346167,45.51951545864964,1.24907698482275,1.230523455888033,1.3630619505420327,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,fno,smooth,6,210306,41.96917047887109,45.457594395925604,1.2532072374597192,1.2341279303655028,1.2746399501338601,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,looped,iid,6,34178,70.05743617479068,73.54952533372368,1.5313504613004625,1.5294984448701143,1.5347779961302876,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,looped,none,6,34178,39.37214013289971,39.41068594631118,1.5319807222113013,1.5142889460548759,1.5370014356449246,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,looped,response_matched,6,34178,69.19842272934814,72.69050541628773,1.5299442340619862,1.5278989681974053,1.5332265058532357,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,looped,smooth,6,34178,69.63023335735004,73.12205327216846,1.529782940633595,1.5244914684444666,1.5373619506135583,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,transformer,iid,6,101122,73.12251334552032,76.61836096830666,1.5663900063373148,1.5534699661657214,1.6008819453418255,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,transformer,none,6,101122,43.113414487646274,43.15571585289823,1.5247316914610565,1.5228379517793655,1.586699951440096,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,transformer,response_matched,6,101122,72.58579508696373,76.0820047565115,1.55442722607404,1.5213844599202275,1.60620401147753,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,gray_scott,correct,transformer,smooth,6,101122,72.71769380771245,76.21379967864293,1.524726243223995,1.514535490423441,1.536668953485787,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,fno,iid,6,209985,42.21833630177813,45.42533864096428,1.2599807931110263,1.2428080895915627,1.2697440572082996,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,fno,none,6,209985,25.474661851922672,25.508863172183435,1.253801817074418,1.2388990493491292,1.3013395946472883,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,fno,response_matched,6,209985,42.11022716814963,45.317505820499115,1.2645773007534444,1.2583755422383547,1.428711088374257,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,fno,smooth,6,209985,41.385593929948904,44.592618029254176,1.275335787795484,1.248428551480174,1.3046680483967066,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,looped,iid,6,34049,69.02064514672384,72.23208071167271,1.5465280856005847,1.5440960880368948,1.5531275887042284,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,looped,none,6,34049,38.942994286616646,38.981424583354965,1.5680603450164199,1.5448241028934717,1.6542240511626005,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,looped,response_matched,6,34049,69.0903275468542,72.3017377591071,1.5443890821188688,1.542828045785427,1.5537941129878163,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,looped,smooth,6,34049,68.98003031305659,72.1913958870961,1.5743931056931615,1.5465825330466032,1.5945786144584417,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,transformer,iid,6,100993,73.76424099054809,76.97938018431887,1.5683288569562137,1.5405290527269244,1.6258161049336195,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,transformer,none,6,100993,43.20425667443002,43.2472209041783,1.5512355719693005,1.5401890967041254,1.5645141014829278,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,transformer,response_matched,6,100993,73.54837304004468,76.76373893138953,1.5610943431966007,1.5299045946449041,1.639029593206942,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,coefficient,transformer,smooth,6,100993,73.49937257356942,76.71464557868119,1.553008088376373,1.546814595349133,1.5621800906956196,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,fno,iid,6,209985,41.83389293200647,45.04311167208167,1.2676600832492113,1.2461015488952398,1.2857775669544935,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,fno,none,6,209985,24.868850124146167,24.9029763196595,1.2562355492264032,1.2479766039177775,1.279733027331531,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,fno,response_matched,6,209985,42.619782591393836,45.829056587225445,1.2488045846112072,1.243737037293613,1.3871205504983664,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,fno,smooth,6,209985,42.28679179446772,45.49646694865078,1.2403515516780317,1.2345685856416821,1.3232235563918948,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,looped,iid,6,34049,69.44949828305592,72.66324590169825,1.5455555403605103,1.5324540436267853,1.5477190958335996,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,looped,none,6,34049,39.15360099279011,39.191879835290216,1.5545718488283455,1.543819042854011,1.569654536433518,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,looped,response_matched,6,34049,69.76054874442828,72.97359784777898,1.5462115523405373,1.543108094483614,1.584659586660564,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,looped,smooth,6,34049,69.94277446072859,73.15604692061122,1.5608950867317617,1.543095544911921,1.5806715469807386,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,transformer,iid,6,100993,72.86626057233661,76.08343486208469,1.5470578335225582,1.5393581008538604,1.5942230820655823,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,transformer,none,6,100993,42.853026484604925,42.89551488837848,1.5553328092209995,1.5383475460112095,1.5894075855612755,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,transformer,response_matched,6,100993,73.57900318480097,76.79618041962385,1.5432932996191084,1.534507586620748,1.5750101068988442,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,ks,correct,transformer,smooth,6,100993,73.35965639694284,76.57736987077321,1.547532097902149,1.5406515449285507,1.5615296084433794,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,fno,iid,6,210306,41.84471892324897,43.76153073258077,1.3269816641695797,1.2499889126047492,1.4988149050623178,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,fno,none,6,210306,25.330485401054222,25.36525363405235,1.2562271673232317,1.2459884397685528,1.279902900569141,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,fno,response_matched,6,210306,41.85174378302569,43.768411099910736,1.2513533933088183,1.2463329592719674,1.3704133918508887,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,fno,smooth,6,210306,42.409771215481065,44.32650165888481,1.2644559028558433,1.2449888978153467,1.4467083849012852,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,looped,iid,6,34178,69.25524675791773,71.17576358684649,1.5301469014957547,1.526318397372961,1.5589318936690688,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,looped,none,6,34178,38.937134669627994,38.97561190960308,1.5349891735240817,1.5193664003163576,1.5679144067689776,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,looped,response_matched,6,34178,69.45602650692065,71.37637238879688,1.5323356492444873,1.5294343931600451,1.53513690456748,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,looped,smooth,6,34178,69.55599039754209,71.47627588633138,1.5329668996855617,1.5312483999878168,1.5700489049777389,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,transformer,iid,6,101122,72.92843259017293,74.85318378731608,1.5340856509283185,1.5129348961636424,1.5411688946187496,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,transformer,none,6,101122,43.124457186087966,43.16769759038774,1.5355606563389301,1.5273928875103593,1.5796053921803832,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,transformer,response_matched,6,101122,72.88589705542351,74.81041382090189,1.532910903915763,1.5275269048288465,1.5348794171586633,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,coefficient,transformer,smooth,6,101122,73.14945739135146,75.07470117975026,1.5315886470489204,1.5268968883901834,1.5603503910824656,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,fno,iid,6,210306,42.20088601267586,44.19744271521146,1.3043629238381982,1.2473999056965113,1.3717344030737877,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,fno,none,6,210306,24.940786502556875,25.016792079045747,1.2501401477493346,1.245655445381999,1.356950937770307,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,fno,response_matched,6,210306,42.09377787611447,44.09041965333745,1.3381019234657288,1.2490254361182451,1.392122940160334,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,fno,smooth,6,210306,42.27864634788906,44.275120010599494,1.2499119038693607,1.2454879004508257,1.340812910348177,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,looped,iid,6,34178,69.70503229469371,71.70576036123869,1.5316573902964592,1.516470406204462,1.5345744090154767,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,looped,none,6,34178,39.402164041996,39.44089099632887,1.5334483934566379,1.515616406686604,1.5387444058433175,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,looped,response_matched,6,34178,69.3710866002366,71.37161751859821,1.5315711381845176,1.51254388038069,1.539068901911378,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,looped,smooth,6,34178,69.55429707389946,71.55454889421041,1.5354319009929895,1.517458911985159,1.8557053990662098,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,transformer,iid,6,101122,72.92859143499906,74.93338177787761,1.5406574122607708,1.5253849094733596,1.5691309003159404,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,transformer,none,6,101122,42.56732114078477,42.798215327008315,1.532055635470897,1.5172559069469571,1.5803193906322122,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,transformer,response_matched,6,101122,73.09052711174202,75.09569274603079,1.5405138954520226,1.5326319029554725,1.585414889268577,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
development,32,wave,correct,transformer,smooth,6,101122,73.28799781490427,75.30465591326356,1.534771651495248,1.5151594066992402,1.5710213920101523,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,coefficient,fno,none,4,209985,25.07520374143496,25.110681791091338,1.261765300296247,1.238879794254899,1.2811988592147827,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,coefficient,fno,smooth,4,209985,42.82822107488755,44.193102890392765,1.253364107105881,1.2511217966675758,1.263740286231041,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,coefficient,looped,none,4,34049,39.880233572097495,39.921678179176524,1.5900293015874922,1.5895360382273793,1.5911455499008298,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,coefficient,looped,smooth,4,34049,70.91047068021726,72.28033831948414,1.5937175485305488,1.5871790470555425,1.619522599503398,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,coefficient,transformer,none,4,100993,43.86017973348498,43.90452429745346,1.6343238414265215,1.6019330592826009,1.6633510822430253,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,coefficient,transformer,smooth,4,100993,74.58139765181113,75.95718731952365,1.6712805954739451,1.606216048821807,1.6863565891981125,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,correct,fno,none,4,209985,25.133773137116805,25.169273326639086,1.2544245459139347,1.2395682977512479,1.2577502988278866,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,correct,fno,smooth,4,209985,42.67841582163237,44.057360567501746,1.2429955531843007,1.2345923110842705,1.2559623457491398,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,correct,looped,none,4,34049,39.62537132855505,39.66576843522489,1.6226483159698546,1.6107000643387437,1.634495542384684,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,correct,looped,smooth,4,34049,70.86711668292992,72.25035568070598,1.607888040598482,1.58643105532974,1.6258685616776347,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,correct,transformer,none,4,100993,43.74982558807824,43.7934661610052,1.5935263014398515,1.5913170296698809,1.636369596235454,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,advection_diffusion,correct,transformer,smooth,4,100993,73.94785582332406,75.3363195367856,1.6059755580499768,1.5941585414111614,1.6450836090371013,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,coefficient,fno,none,4,209985,24.921635564998724,24.95611753826961,1.2679088511504233,1.2549318606033921,1.2732078321278095,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,coefficient,fno,smooth,4,209985,42.16939474036917,45.1122489675181,1.2526190606877208,1.2509333668276668,1.2763678561896086,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,coefficient,looped,none,4,34049,39.515112224267796,39.55486821313389,1.5938645228743553,1.5879715327173471,1.6258175484836102,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,coefficient,looped,smooth,4,34049,70.16118759242818,73.1096947947517,1.5939565491862595,1.5864255605265498,1.627029082737863,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,coefficient,transformer,none,4,100993,43.42719925264828,43.47091139550321,1.5910845366306603,1.588142546825111,1.626905589364469,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,coefficient,transformer,smooth,4,100993,73.68929332052357,76.64165152749047,1.5987165621481836,1.5890995506197214,1.6200161073356867,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,correct,fno,none,4,209985,24.81355619558599,24.848084958968684,1.2519801035523415,1.2518693460151553,1.2551233638077974,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,correct,fno,smooth,4,209985,41.73617167130578,44.6450572629692,1.2527790968306363,1.252031303010881,1.2608268531039357,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
