stage,grid,family,prior,kind,arm,n_seeds,parameter_count,mean_training_validation_seconds,mean_setup_plus_training_plus_bank_seconds,median_inference_ms_per_step,min_inference_ms,max_inference_ms,latency_scope,cost_scope
resolution_g32,32,allen_cahn,correct,looped,none,4,34049,39.88589983631391,39.92544490052387,1.5953900408931077,1.592412544414401,1.6003780532628298,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,correct,looped,smooth,4,34049,70.48071676190011,73.3950557593489,1.5874065458774567,1.5805120579898357,1.6033330466598272,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,correct,transformer,none,4,100993,43.48366230202373,43.527835245244205,1.594774064142257,1.5906770713627338,1.6188275534659624,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,allen_cahn,correct,transformer,smooth,4,100993,73.93603051954415,76.85446161427535,1.6522280755452812,1.6219540499150753,1.6897461144253612,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,coefficient,fno,none,4,210306,25.15901200217195,25.19362273637671,1.2592353275977075,1.2454947922378778,1.2790258508175611,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,coefficient,fno,smooth,4,210306,42.36732094781473,44.32082879380323,1.2651073513552547,1.2552453437820077,1.2868848396465182,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,coefficient,looped,none,4,34178,39.72133411944378,39.76261751039419,1.5813350561074913,1.572429551742971,1.6189940506592393,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,coefficient,looped,smooth,4,34178,70.39697646384593,72.35434259241447,1.5753090498037636,1.5599795151501894,1.5945425489917397,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,coefficient,transformer,none,4,101122,43.63088068214711,43.675982692861,1.585851050913334,1.5828775009140372,1.5902160434052348,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,coefficient,transformer,smooth,4,101122,73.89325552887749,75.85503405984491,1.5902088256552815,1.5713795321062207,1.6316420398652554,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,correct,fno,none,4,210306,25.283504726248793,25.338495848700404,1.2592095765285194,1.2540818424895406,1.2647983385249972,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,correct,fno,smooth,4,210306,42.38244779407978,44.327879253658466,1.251298829447478,1.2384878005832434,1.2583527946844697,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,correct,looped,none,4,34178,39.517553059151396,39.55748467473313,1.5798932989127934,1.575239049270749,1.584249036386609,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,correct,looped,smooth,4,34178,70.67188832722604,72.6219917278504,1.5833475510589778,1.5761720016598701,1.599729061126709,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,correct,transformer,none,4,101122,43.49449662910774,43.7082991466159,1.5932585578411818,1.5797105617821217,1.6331390477716923,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g32,32,wave,correct,transformer,smooth,4,101122,74.29944925324526,76.25344802008476,1.6154190641827881,1.583076547831297,1.636259094811976,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,coefficient,fno,none,4,209985,25.24184072529897,25.27669225016143,1.2602917035110295,1.2571417493745685,1.272058254107833,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,coefficient,fno,smooth,4,209985,42.724939395091496,44.390321906423196,1.2656769715249538,1.2581627117469907,1.2748556910082698,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,coefficient,looped,none,4,34049,39.47785142553039,39.51699979859404,1.5799159067682922,1.5783534152433276,1.6229938948526978,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,coefficient,looped,smooth,4,34049,70.45912540215068,72.1309570746962,1.5966489329002798,1.579671399667859,1.615302893333137,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,coefficient,transformer,none,4,100993,43.16542616253719,43.210153258172795,1.5793664031662047,1.5592043986544013,1.6279748873785138,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,coefficient,transformer,smooth,4,100993,73.16627737646922,74.84102866833564,1.578871684614569,1.5726214041933417,1.608526916243136,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,correct,fno,none,4,209985,25.234695325256325,25.270332995802164,1.2585432268679142,1.2580172391608357,1.2647762428969145,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,correct,fno,smooth,4,209985,42.78747345821466,44.42782523762435,1.2566967168822885,1.2562837451696396,1.2721502454951406,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,correct,looped,none,4,34049,39.75419380236417,39.79370086174458,1.577272650320083,1.5651043970137835,1.5832894016057253,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,correct,looped,smooth,4,34049,69.83826490025967,71.4837303966051,1.5773594030179083,1.558611891232431,1.5807983931154013,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,correct,transformer,none,4,100993,43.15357780852355,43.19690667302348,1.5788473887369037,1.5746764140203595,1.6105084447190166,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,advection_diffusion,correct,transformer,smooth,4,100993,73.77807762683369,75.42760069738142,1.5771421371027827,1.5736943809315562,1.5797449508681893,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,coefficient,fno,none,4,209985,25.322841644636355,25.357245451654308,1.2894574902020395,1.2784617487341166,1.3043857645243406,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,coefficient,fno,smooth,4,209985,43.009085569065064,46.26053974556271,1.2864567223004997,1.2623877497389913,1.294838753528893,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,coefficient,looped,none,4,34049,39.72885516809765,39.76842537499033,1.5772164217196405,1.5758489025756717,1.7435219837352633,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,coefficient,looped,smooth,4,34049,70.28140836791135,73.53810877306387,1.5841952059417963,1.578246895223856,1.589549914933741,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,coefficient,transformer,none,4,100993,43.25923025631346,43.30299679376185,1.5770594240166247,1.5706388978287578,1.6227934509515762,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,coefficient,transformer,smooth,4,100993,73.85987387935165,77.11992748454213,1.5764699317514896,1.5749479411169887,1.6101494431495667,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,correct,fno,none,4,209985,25.155871438561007,25.19084601441864,1.2809042469598353,1.2716921977698803,1.2905707582831383,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,correct,fno,smooth,4,209985,42.59086273831781,45.87380880501587,1.2709522503428161,1.2424716958776116,1.2951847398653626,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,correct,looped,none,4,34049,39.679956153733656,39.72016127081588,1.5772016486153007,1.5698194038122892,1.7406499944627285,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,correct,looped,smooth,4,34049,70.0943652704591,73.38218099134974,1.5832309261895716,1.5759273897856474,1.6199269099161029,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,correct,transformer,none,4,100993,43.22044836706482,43.26427483931184,1.574439147952944,1.5737574081867933,1.5821084612980485,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,allen_cahn,correct,transformer,smooth,4,100993,73.27978719654493,76.57166629517451,1.5742623945698142,1.5736398985609412,1.5855614095926285,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,coefficient,fno,none,4,210306,25.218892073142342,25.25335628259927,1.3179865316487849,1.2633617501705885,1.4659647829830647,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,coefficient,fno,smooth,4,210306,42.87336381722707,46.26552612252999,1.263430225662887,1.2609102530404925,1.2949521886184812,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,coefficient,looped,none,4,34178,39.83101120905485,39.871266173082404,1.5768911456689239,1.5737433917820454,1.5820374013856053,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,coefficient,looped,smooth,4,34178,70.77296870423015,74.16993773938157,1.5726123936474323,1.5687029110267758,1.5931633999571204,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,coefficient,transformer,none,4,101122,43.46465536742471,43.509012560825795,1.5672791516408324,1.5509218908846378,1.5716339694336057,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,coefficient,transformer,smooth,4,101122,73.92313746130094,77.32454290438909,1.5690601547248662,1.558674406260252,1.5787659445777535,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,correct,fno,none,4,210306,25.427673994912766,25.46289946581237,1.3861125451512635,1.2681796913966537,1.420669793151319,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,correct,fno,smooth,4,210306,42.907691781641915,46.31579996494111,1.3185827527195215,1.2636587023735046,1.4329103054478765,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,correct,looped,none,4,34178,40.12847349839285,40.16865773766767,1.5775061445310712,1.5743028838187456,1.5829639043658972,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,correct,looped,smooth,4,34178,70.52978415344842,73.94338951527607,1.5831579104997218,1.5676629031077027,1.5910988906398416,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,correct,transformer,none,4,101122,43.05053738504648,43.09468336380087,1.5943236532621086,1.5835444210097194,1.6060244524851441,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
resolution_g64,64,wave,correct,transformer,smooth,4,101122,73.812921706005,77.23039357666858,1.573927653953433,1.5659388853237033,1.5931354137137532,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,fno,iid,6,209985,42.464386491415404,45.966870355652645,1.2754683033563197,1.2597335502505302,1.2833405286073685,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,fno,none,6,209985,25.328269887017086,25.362915674534936,1.2786685372702777,1.2507655192166567,1.301590004004538,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,fno,response_matched,6,209985,42.56221144623123,46.06463975870671,1.2878597830422223,1.250301068648696,1.2995790457352996,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,fno,smooth,6,209985,42.59244354829813,46.09515468783987,1.2773720198310912,1.2554845539852977,1.2993385316804051,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,looped,iid,6,34049,69.70602648076601,73.21337515573639,1.6252345056273043,1.5848129987716675,1.6326085664331913,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,looped,none,6,34049,39.54708478584265,39.58612943564852,1.6111545264720917,1.588582550175488,1.6435250407084823,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,looped,response_matched,6,34049,69.72639910822424,73.23327484230201,1.6248402651399374,1.589055499061942,1.639306009747088,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,looped,smooth,6,34049,70.18402572131406,73.69112472600925,1.6062079928815365,1.5830175718292594,1.6285490710288286,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,transformer,iid,6,100993,73.91817955649458,77.42987799846257,1.594302779994905,1.5877870609983802,1.6164669999852777,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,transformer,none,6,100993,43.43261189417293,43.47625935962424,1.6052293009124696,1.584765501320362,1.6276770504191518,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,transformer,response_matched,6,100993,73.53076719127905,77.04228550001669,1.5912712668068707,1.5706059988588095,1.6246049897745252,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,coefficient,transformer,smooth,6,100993,73.87966489396058,77.39225912637387,1.5851215575821698,1.5709590632468462,1.597798545844853,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,fno,iid,6,209985,42.70425641280599,46.228774051725246,1.2652585515752435,1.2560139875859022,1.2839190196245909,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,fno,none,6,209985,25.241873094346374,25.277012904407457,1.2634262791834772,1.23278156388551,1.2797480449080467,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,fno,response_matched,6,209985,42.59814747935161,46.12240101474648,1.275482273194939,1.23874400742352,1.2969835428521037,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,fno,smooth,6,209985,42.619354295311496,46.14386448233078,1.2648837524466217,1.2468855595216155,1.2821100419387221,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,looped,iid,6,34049,70.05953093765613,73.58914194294873,1.6035460168495774,1.579229044727981,1.630411553196609,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,looped,none,6,34049,39.77850366414835,39.81810554854261,1.5929110231809318,1.5778930624946952,1.6197605524212122,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,looped,response_matched,6,34049,70.13776399117585,73.6667795793619,1.5941504971124232,1.5769940568134189,1.6316155437380075,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,looped,smooth,6,34049,70.18158377800137,73.71036769667019,1.592525525484234,1.5753805171698332,1.7821400426328182,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,transformer,iid,6,100993,73.0399785360787,76.57347054919228,1.5866408008150756,1.5776070533320308,1.6061000060290098,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,transformer,none,6,100993,43.46604075391466,43.50960965726214,1.5928382868878543,1.580854062922299,1.6177635407075286,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,transformer,response_matched,6,100993,73.3959871487071,76.9296537550011,1.606384280603379,1.5864874934777617,1.6294885659590364,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,correct,transformer,smooth,6,100993,73.60530172979149,77.13981768170682,1.6112323035486042,1.581095065921545,1.6326895449310541,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,fno,iid,6,209985,42.728439365979284,46.012475023201354,1.2707947636954486,1.239695493131876,1.2776905437931418,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,fno,none,6,209985,25.34065922962812,25.37575652434801,1.2710515060462058,1.2563220225274563,1.3036215445026755,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,fno,response_matched,6,209985,42.50273608850936,45.78607067574436,1.2825632933527231,1.2608635006472468,1.2914890423417091,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,fno,smooth,6,209985,42.393347803270444,45.67640800649921,1.2788895634002984,1.2578414985910058,1.2907730648294091,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,looped,iid,6,34049,70.0768656146247,73.3644470308597,1.6195822739973664,1.5870190458372235,1.6315520508214831,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,looped,none,6,34049,39.4426044827948,39.48218010932518,1.61853504832834,1.5967560466378927,1.6353969927877188,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,looped,response_matched,6,34049,69.94622468575835,73.23384816719529,1.6202585538849235,1.5719275455921888,1.695133000612259,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,looped,smooth,6,34049,69.99693630620216,73.28435067692772,1.5953695285134017,1.58369904384017,1.9083265447989106,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,transformer,iid,6,100993,73.76430243540865,77.05656313174404,1.5744475298561156,1.5649729873985052,1.6041205497458577,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
