family,kind,prior,seed,policy,arm,checkpoint,split,horizon,mean_capped_mse,diverged_trajectories,trajectories,regret_log_ratio_to_test_oracle
allen_cahn,fno,correct,505,probe_best,none,validation_best,test,64,0.019814408846710457,0,64,3.9541201393324736
allen_cahn,fno,correct,505,probe_best,none,validation_best,ood,64,0.028105836474963605,0,64,
allen_cahn,fno,correct,505,random,response_matched,validation_best,test,64,0.00037995184926033904,0,64,0.0
allen_cahn,fno,correct,505,random,response_matched,validation_best,ood,64,0.0011100063341621391,0,64,
allen_cahn,fno,correct,505,ridge_selector,response_matched,validation_best,test,64,0.00037995184926033904,0,64,0.0
allen_cahn,fno,correct,505,ridge_selector,response_matched,validation_best,ood,64,0.0011100063341621391,0,64,
allen_cahn,fno,correct,505,full_validation,response_matched,validation_best,test,64,0.00037995184926033904,0,64,0.0
allen_cahn,fno,correct,505,full_validation,response_matched,validation_best,ood,64,0.0011100063341621391,0,64,
allen_cahn,fno,correct,606,always_smooth,smooth,validation_best,test,64,0.0004588053540363901,0,64,1.185992379606136
allen_cahn,fno,correct,606,always_smooth,smooth,validation_best,ood,64,0.01452976300799197,0,64,
allen_cahn,fno,correct,606,best_fixed,none,validation_best,test,64,0.01698526044031934,0,64,4.797467538790288
allen_cahn,fno,correct,606,best_fixed,none,validation_best,ood,64,0.06704283712732684,0,64,
allen_cahn,fno,correct,606,hand_rule,none,validation_best,test,64,0.01698526044031934,0,64,4.797467538790288
allen_cahn,fno,correct,606,hand_rule,none,validation_best,ood,64,0.06704283712732684,0,64,
allen_cahn,fno,correct,606,none,none,validation_best,test,64,0.01698526044031934,0,64,4.797467538790288
allen_cahn,fno,correct,606,none,none,validation_best,ood,64,0.06704283712732684,0,64,
allen_cahn,fno,correct,606,probe_best,none,validation_best,test,64,0.01698526044031934,0,64,4.797467538790288
allen_cahn,fno,correct,606,probe_best,none,validation_best,ood,64,0.06704283712732684,0,64,
allen_cahn,fno,correct,606,random,smooth,validation_best,test,64,0.0004588053540363901,0,64,1.185992379606136
allen_cahn,fno,correct,606,random,smooth,validation_best,ood,64,0.01452976300799197,0,64,
allen_cahn,fno,correct,606,ridge_selector,smooth,validation_best,test,64,0.0004588053540363901,0,64,1.185992379606136
allen_cahn,fno,correct,606,ridge_selector,smooth,validation_best,ood,64,0.01452976300799197,0,64,
allen_cahn,fno,correct,606,full_validation,iid,validation_best,test,64,0.0002830163857405754,0,64,0.7028711208787147
allen_cahn,fno,correct,606,full_validation,iid,validation_best,ood,64,0.0035697214094813634,0,64,
allen_cahn,looped,coefficient,101,always_smooth,smooth,validation_best,test,64,0.0020862717310963785,0,64,0.0
allen_cahn,looped,coefficient,101,always_smooth,smooth,validation_best,ood,64,0.29695956450426664,0,64,
allen_cahn,looped,coefficient,101,best_fixed,none,validation_best,test,64,0.005798866363470823,0,64,1.0222838315912972
allen_cahn,looped,coefficient,101,best_fixed,none,validation_best,ood,64,0.07866755846235352,0,64,
allen_cahn,looped,coefficient,101,hand_rule,none,validation_best,test,64,0.005798866363470823,0,64,1.0222838315912972
allen_cahn,looped,coefficient,101,hand_rule,none,validation_best,ood,64,0.07866755846235352,0,64,
allen_cahn,looped,coefficient,101,none,none,validation_best,test,64,0.005798866363470823,0,64,1.0222838315912972
allen_cahn,looped,coefficient,101,none,none,validation_best,ood,64,0.07866755846235352,0,64,
allen_cahn,looped,coefficient,101,probe_best,response_matched,validation_best,test,64,0.004064536927226192,0,64,0.6669212071859355
allen_cahn,looped,coefficient,101,probe_best,response_matched,validation_best,ood,64,0.8404697565941461,0,64,
allen_cahn,looped,coefficient,101,random,smooth,validation_best,test,64,0.0020862717310963785,0,64,0.0
allen_cahn,looped,coefficient,101,random,smooth,validation_best,ood,64,0.29695956450426664,0,64,
allen_cahn,looped,coefficient,101,ridge_selector,response_matched,validation_best,test,64,0.004064536927226192,0,64,0.6669212071859355
allen_cahn,looped,coefficient,101,ridge_selector,response_matched,validation_best,ood,64,0.8404697565941461,0,64,
allen_cahn,looped,coefficient,101,full_validation,smooth,validation_best,test,64,0.0020862717310963785,0,64,0.0
allen_cahn,looped,coefficient,101,full_validation,smooth,validation_best,ood,64,0.29695956450426664,0,64,
allen_cahn,looped,coefficient,202,always_smooth,smooth,validation_best,test,64,0.003090988016322682,0,64,0.12715330294185193
allen_cahn,looped,coefficient,202,always_smooth,smooth,validation_best,ood,64,0.21503449985801382,0,64,
allen_cahn,looped,coefficient,202,best_fixed,none,validation_best,test,64,0.003606062221567008,0,64,0.2812788963999096
allen_cahn,looped,coefficient,202,best_fixed,none,validation_best,ood,64,0.04737424972468762,0,64,
allen_cahn,looped,coefficient,202,hand_rule,none,validation_best,test,64,0.003606062221567008,0,64,0.2812788963999096
allen_cahn,looped,coefficient,202,hand_rule,none,validation_best,ood,64,0.04737424972468762,0,64,
allen_cahn,looped,coefficient,202,none,none,validation_best,test,64,0.003606062221567008,0,64,0.2812788963999096
allen_cahn,looped,coefficient,202,none,none,validation_best,ood,64,0.04737424972468762,0,64,
allen_cahn,looped,coefficient,202,probe_best,smooth,validation_best,test,64,0.003090988016322682,0,64,0.12715330294185193
allen_cahn,looped,coefficient,202,probe_best,smooth,validation_best,ood,64,0.21503449985801382,0,64,
allen_cahn,looped,coefficient,202,random,response_matched,validation_best,test,64,0.0029090688897479566,0,64,0.0664955775810236
allen_cahn,looped,coefficient,202,random,response_matched,validation_best,ood,64,0.3200892431339213,0,64,
allen_cahn,looped,coefficient,202,ridge_selector,response_matched,validation_best,test,64,0.0029090688897479566,0,64,0.0664955775810236
allen_cahn,looped,coefficient,202,ridge_selector,response_matched,validation_best,ood,64,0.3200892431339213,0,64,
allen_cahn,looped,coefficient,202,full_validation,smooth,validation_best,test,64,0.003090988016322682,0,64,0.12715330294185193
allen_cahn,looped,coefficient,202,full_validation,smooth,validation_best,ood,64,0.21503449985801382,0,64,
allen_cahn,looped,coefficient,303,always_smooth,smooth,validation_best,test,64,0.002522635613082247,0,64,0.0
allen_cahn,looped,coefficient,303,always_smooth,smooth,validation_best,ood,64,0.12748176568281977,0,64,
allen_cahn,looped,coefficient,303,best_fixed,none,validation_best,test,64,0.004676736215866617,0,64,0.6172962436869067
allen_cahn,looped,coefficient,303,best_fixed,none,validation_best,ood,64,0.05844524339851098,0,64,
allen_cahn,looped,coefficient,303,hand_rule,none,validation_best,test,64,0.004676736215866617,0,64,0.6172962436869067
allen_cahn,looped,coefficient,303,hand_rule,none,validation_best,ood,64,0.05844524339851098,0,64,
allen_cahn,looped,coefficient,303,none,none,validation_best,test,64,0.004676736215866617,0,64,0.6172962436869067
allen_cahn,looped,coefficient,303,none,none,validation_best,ood,64,0.05844524339851098,0,64,
allen_cahn,looped,coefficient,303,probe_best,smooth,validation_best,test,64,0.002522635613082247,0,64,0.0
allen_cahn,looped,coefficient,303,probe_best,smooth,validation_best,ood,64,0.12748176568281977,0,64,
allen_cahn,looped,coefficient,303,random,response_matched,validation_best,test,64,0.003059007900629074,0,64,0.19278641473331296
allen_cahn,looped,coefficient,303,random,response_matched,validation_best,ood,64,0.36702098856304133,0,64,
allen_cahn,looped,coefficient,303,ridge_selector,response_matched,validation_best,test,64,0.003059007900629074,0,64,0.19278641473331296
allen_cahn,looped,coefficient,303,ridge_selector,response_matched,validation_best,ood,64,0.36702098856304133,0,64,
allen_cahn,looped,coefficient,303,full_validation,smooth,validation_best,test,64,0.002522635613082247,0,64,0.0
allen_cahn,looped,coefficient,303,full_validation,smooth,validation_best,ood,64,0.12748176568281977,0,64,
allen_cahn,looped,coefficient,404,always_smooth,smooth,validation_best,test,64,0.001694598728700314,0,64,0.0
allen_cahn,looped,coefficient,404,always_smooth,smooth,validation_best,ood,64,0.07034471782110074,0,64,
allen_cahn,looped,coefficient,404,best_fixed,none,validation_best,test,64,0.003582194868662958,0,64,0.7485297297780019
allen_cahn,looped,coefficient,404,best_fixed,none,validation_best,ood,64,0.1533312229639643,0,64,
allen_cahn,looped,coefficient,404,hand_rule,none,validation_best,test,64,0.003582194868662958,0,64,0.7485297297780019
allen_cahn,looped,coefficient,404,hand_rule,none,validation_best,ood,64,0.1533312229639643,0,64,
allen_cahn,looped,coefficient,404,none,none,validation_best,test,64,0.003582194868662958,0,64,0.7485297297780019
allen_cahn,looped,coefficient,404,none,none,validation_best,ood,64,0.1533312229639643,0,64,
allen_cahn,looped,coefficient,404,probe_best,iid,validation_best,test,64,0.00235161505947612,0,64,0.32765637687729043
allen_cahn,looped,coefficient,404,probe_best,iid,validation_best,ood,64,0.17087433493179915,0,64,
allen_cahn,looped,coefficient,404,random,response_matched,validation_best,test,64,0.003387271453018814,0,64,0.6925787416103583
allen_cahn,looped,coefficient,404,random,response_matched,validation_best,ood,64,0.18954500329343205,0,64,
allen_cahn,looped,coefficient,404,ridge_selector,response_matched,validation_best,test,64,0.003387271453018814,0,64,0.6925787416103583
allen_cahn,looped,coefficient,404,ridge_selector,response_matched,validation_best,ood,64,0.18954500329343205,0,64,
allen_cahn,looped,coefficient,404,full_validation,smooth,validation_best,test,64,0.001694598728700314,0,64,0.0
allen_cahn,looped,coefficient,404,full_validation,smooth,validation_best,ood,64,0.07034471782110074,0,64,
allen_cahn,looped,coefficient,505,always_smooth,smooth,validation_best,test,64,0.002390722507704779,0,64,0.1751013267870909
allen_cahn,looped,coefficient,505,always_smooth,smooth,validation_best,ood,64,0.12699219008274554,0,64,
allen_cahn,looped,coefficient,505,best_fixed,none,validation_best,test,64,0.004782896826822869,0,64,0.8685520957062582
allen_cahn,looped,coefficient,505,best_fixed,none,validation_best,ood,64,0.1331157605453921,0,64,
allen_cahn,looped,coefficient,505,hand_rule,none,validation_best,test,64,0.004782896826822869,0,64,0.8685520957062582
allen_cahn,looped,coefficient,505,hand_rule,none,validation_best,ood,64,0.1331157605453921,0,64,
allen_cahn,looped,coefficient,505,none,none,validation_best,test,64,0.004782896826822869,0,64,0.8685520957062582
allen_cahn,looped,coefficient,505,none,none,validation_best,ood,64,0.1331157605453921,0,64,
allen_cahn,looped,coefficient,505,probe_best,smooth,validation_best,test,64,0.002390722507704779,0,64,0.1751013267870909
allen_cahn,looped,coefficient,505,probe_best,smooth,validation_best,ood,64,0.12699219008274554,0,64,
allen_cahn,looped,coefficient,505,random,response_matched,validation_best,test,64,0.0020067054504857573,0,64,0.0
allen_cahn,looped,coefficient,505,random,response_matched,validation_best,ood,64,0.34423394119431805,0,64,
allen_cahn,looped,coefficient,505,ridge_selector,response_matched,validation_best,test,64,0.0020067054504857573,0,64,0.0
allen_cahn,looped,coefficient,505,ridge_selector,response_matched,validation_best,ood,64,0.34423394119431805,0,64,
allen_cahn,looped,coefficient,505,full_validation,smooth,validation_best,test,64,0.002390722507704779,0,64,0.1751013267870909
allen_cahn,looped,coefficient,505,full_validation,smooth,validation_best,ood,64,0.12699219008274554,0,64,
allen_cahn,looped,coefficient,606,always_smooth,smooth,validation_best,test,64,0.0032231241520810916,0,64,0.09942875839261035
allen_cahn,looped,coefficient,606,always_smooth,smooth,validation_best,ood,64,0.42078849852802946,0,64,
allen_cahn,looped,coefficient,606,best_fixed,none,validation_best,test,64,0.006464044734437069,0,64,0.795332877388081
allen_cahn,looped,coefficient,606,best_fixed,none,validation_best,ood,64,0.5159514730509649,0,64,
allen_cahn,looped,coefficient,606,hand_rule,none,validation_best,test,64,0.006464044734437069,0,64,0.795332877388081
allen_cahn,looped,coefficient,606,hand_rule,none,validation_best,ood,64,0.5159514730509649,0,64,
allen_cahn,looped,coefficient,606,none,none,validation_best,test,64,0.006464044734437069,0,64,0.795332877388081
allen_cahn,looped,coefficient,606,none,none,validation_best,ood,64,0.5159514730509649,0,64,
allen_cahn,looped,coefficient,606,probe_best,smooth,validation_best,test,64,0.0032231241520810916,0,64,0.09942875839261035
allen_cahn,looped,coefficient,606,probe_best,smooth,validation_best,ood,64,0.42078849852802946,0,64,
allen_cahn,looped,coefficient,606,random,smooth,validation_best,test,64,0.0032231241520810916,0,64,0.09942875839261035
allen_cahn,looped,coefficient,606,random,smooth,validation_best,ood,64,0.42078849852802946,0,64,
allen_cahn,looped,coefficient,606,ridge_selector,response_matched,validation_best,test,64,0.002918069782634203,0,64,0.0
allen_cahn,looped,coefficient,606,ridge_selector,response_matched,validation_best,ood,64,0.49087039923813336,0,64,
allen_cahn,looped,coefficient,606,full_validation,smooth,validation_best,test,64,0.0032231241520810916,0,64,0.09942875839261035
allen_cahn,looped,coefficient,606,full_validation,smooth,validation_best,ood,64,0.42078849852802946,0,64,
allen_cahn,looped,correct,101,always_smooth,smooth,validation_best,test,64,0.0033436620791627014,0,64,0.0
allen_cahn,looped,correct,101,always_smooth,smooth,validation_best,ood,64,0.060129585807040975,0,64,
allen_cahn,looped,correct,101,best_fixed,none,validation_best,test,64,0.005798858039631427,0,64,0.5505943712139009
allen_cahn,looped,correct,101,best_fixed,none,validation_best,ood,64,0.07866766303059691,0,64,
allen_cahn,looped,correct,101,hand_rule,none,validation_best,test,64,0.005798858039631427,0,64,0.5505943712139009
allen_cahn,looped,correct,101,hand_rule,none,validation_best,ood,64,0.07866766303059691,0,64,
allen_cahn,looped,correct,101,none,none,validation_best,test,64,0.005798858039631427,0,64,0.5505943712139009
allen_cahn,looped,correct,101,none,none,validation_best,ood,64,0.07866766303059691,0,64,
allen_cahn,looped,correct,101,probe_best,none,validation_best,test,64,0.005798858039631427,0,64,0.5505943712139009
allen_cahn,looped,correct,101,probe_best,none,validation_best,ood,64,0.07866766303059691,0,64,
allen_cahn,looped,correct,101,random,iid,validation_best,test,64,0.0038752674986763935,0,64,0.14754805510486332
allen_cahn,looped,correct,101,random,iid,validation_best,ood,64,0.1771089553753349,0,64,
allen_cahn,looped,correct,101,ridge_selector,smooth,validation_best,test,64,0.0033436620791627014,0,64,0.0
allen_cahn,looped,correct,101,ridge_selector,smooth,validation_best,ood,64,0.060129585807040975,0,64,
allen_cahn,looped,correct,101,full_validation,smooth,validation_best,test,64,0.0033436620791627014,0,64,0.0
allen_cahn,looped,correct,101,full_validation,smooth,validation_best,ood,64,0.060129585807040975,0,64,
allen_cahn,looped,correct,202,always_smooth,smooth,validation_best,test,64,0.0015992277604476302,0,64,0.0
allen_cahn,looped,correct,202,always_smooth,smooth,validation_best,ood,64,0.4296122197370309,0,64,
allen_cahn,looped,correct,202,best_fixed,none,validation_best,test,64,0.0036060720941206714,0,64,0.8130982543915458
allen_cahn,looped,correct,202,best_fixed,none,validation_best,ood,64,0.0473740292148932,0,64,
allen_cahn,looped,correct,202,hand_rule,none,validation_best,test,64,0.0036060720941206714,0,64,0.8130982543915458
allen_cahn,looped,correct,202,hand_rule,none,validation_best,ood,64,0.0473740292148932,0,64,
allen_cahn,looped,correct,202,none,none,validation_best,test,64,0.0036060720941206714,0,64,0.8130982543915458
allen_cahn,looped,correct,202,none,none,validation_best,ood,64,0.0473740292148932,0,64,
allen_cahn,looped,correct,202,probe_best,none,validation_best,test,64,0.0036060720941206714,0,64,0.8130982543915458
allen_cahn,looped,correct,202,probe_best,none,validation_best,ood,64,0.0473740292148932,0,64,
allen_cahn,looped,correct,202,random,smooth,validation_best,test,64,0.0015992277604476302,0,64,0.0
allen_cahn,looped,correct,202,random,smooth,validation_best,ood,64,0.4296122197370309,0,64,
allen_cahn,looped,correct,202,ridge_selector,smooth,validation_best,test,64,0.0015992277604476302,0,64,0.0
allen_cahn,looped,correct,202,ridge_selector,smooth,validation_best,ood,64,0.4296122197370309,0,64,
allen_cahn,looped,correct,202,full_validation,smooth,validation_best,test,64,0.0015992277604476302,0,64,0.0
allen_cahn,looped,correct,202,full_validation,smooth,validation_best,ood,64,0.4296122197370309,0,64,
allen_cahn,looped,correct,303,always_smooth,smooth,validation_best,test,64,0.002815243193378336,0,64,0.0
allen_cahn,looped,correct,303,always_smooth,smooth,validation_best,ood,64,0.11321897048307861,0,64,
allen_cahn,looped,correct,303,best_fixed,none,validation_best,test,64,0.0046767251562667145,0,64,0.5075494622296264
allen_cahn,looped,correct,303,best_fixed,none,validation_best,ood,64,0.05844518558578926,0,64,
allen_cahn,looped,correct,303,hand_rule,none,validation_best,test,64,0.0046767251562667145,0,64,0.5075494622296264
allen_cahn,looped,correct,303,hand_rule,none,validation_best,ood,64,0.05844518558578926,0,64,
allen_cahn,looped,correct,303,none,none,validation_best,test,64,0.0046767251562667145,0,64,0.5075494622296264
allen_cahn,looped,correct,303,none,none,validation_best,ood,64,0.05844518558578926,0,64,
allen_cahn,looped,correct,303,probe_best,none,validation_best,test,64,0.0046767251562667145,0,64,0.5075494622296264
allen_cahn,looped,correct,303,probe_best,none,validation_best,ood,64,0.05844518558578926,0,64,
allen_cahn,looped,correct,303,random,none,validation_best,test,64,0.0046767251562667145,0,64,0.5075494622296264
allen_cahn,looped,correct,303,random,none,validation_best,ood,64,0.05844518558578926,0,64,
allen_cahn,looped,correct,303,ridge_selector,smooth,validation_best,test,64,0.002815243193378336,0,64,0.0
allen_cahn,looped,correct,303,ridge_selector,smooth,validation_best,ood,64,0.11321897048307861,0,64,
allen_cahn,looped,correct,303,full_validation,iid,validation_best,test,64,0.0036715944220999663,0,64,0.26557736533614695
allen_cahn,looped,correct,303,full_validation,iid,validation_best,ood,64,0.3059167437117907,0,64,
allen_cahn,looped,correct,404,always_smooth,smooth,validation_best,test,64,0.002259090973798006,0,64,0.0
allen_cahn,looped,correct,404,always_smooth,smooth,validation_best,ood,64,0.2127214721441728,0,64,
allen_cahn,looped,correct,404,best_fixed,none,validation_best,test,64,0.003582191131757062,0,64,0.46101215277705815
allen_cahn,looped,correct,404,best_fixed,none,validation_best,ood,64,0.15333288798610667,0,64,
allen_cahn,looped,correct,404,hand_rule,none,validation_best,test,64,0.003582191131757062,0,64,0.46101215277705815
allen_cahn,looped,correct,404,hand_rule,none,validation_best,ood,64,0.15333288798610667,0,64,
allen_cahn,looped,correct,404,none,none,validation_best,test,64,0.003582191131757062,0,64,0.46101215277705815
allen_cahn,looped,correct,404,none,none,validation_best,ood,64,0.15333288798610667,0,64,
allen_cahn,looped,correct,404,probe_best,smooth,validation_best,test,64,0.002259090973798006,0,64,0.0
allen_cahn,looped,correct,404,probe_best,smooth,validation_best,ood,64,0.2127214721441728,0,64,
allen_cahn,looped,correct,404,random,smooth,validation_best,test,64,0.002259090973798006,0,64,0.0
allen_cahn,looped,correct,404,random,smooth,validation_best,ood,64,0.2127214721441728,0,64,
allen_cahn,looped,correct,404,ridge_selector,smooth,validation_best,test,64,0.002259090973798006,0,64,0.0
allen_cahn,looped,correct,404,ridge_selector,smooth,validation_best,ood,64,0.2127214721441728,0,64,
allen_cahn,looped,correct,404,full_validation,smooth,validation_best,test,64,0.002259090973798006,0,64,0.0
allen_cahn,looped,correct,404,full_validation,smooth,validation_best,ood,64,0.2127214721441728,0,64,
allen_cahn,looped,correct,505,always_smooth,smooth,validation_best,test,64,0.0024568641094598886,0,64,0.15300613965939783
allen_cahn,looped,correct,505,always_smooth,smooth,validation_best,ood,64,0.11986145748985244,0,64,
allen_cahn,looped,correct,505,best_fixed,none,validation_best,test,64,0.004782885785883373,0,64,0.8191644403881294
allen_cahn,looped,correct,505,best_fixed,none,validation_best,ood,64,0.13311563720548314,0,64,
allen_cahn,looped,correct,505,hand_rule,none,validation_best,test,64,0.004782885785883373,0,64,0.8191644403881294
allen_cahn,looped,correct,505,hand_rule,none,validation_best,ood,64,0.13311563720548314,0,64,
allen_cahn,looped,correct,505,none,none,validation_best,test,64,0.004782885785883373,0,64,0.8191644403881294
allen_cahn,looped,correct,505,none,none,validation_best,ood,64,0.13311563720548314,0,64,
allen_cahn,looped,correct,505,probe_best,none,validation_best,test,64,0.004782885785883373,0,64,0.8191644403881294
allen_cahn,looped,correct,505,probe_best,none,validation_best,ood,64,0.13311563720548314,0,64,
allen_cahn,looped,correct,505,random,none,validation_best,test,64,0.004782885785883373,0,64,0.8191644403881294
allen_cahn,looped,correct,505,random,none,validation_best,ood,64,0.13311563720548314,0,64,
allen_cahn,looped,correct,505,ridge_selector,smooth,validation_best,test,64,0.0024568641094598886,0,64,0.15300613965939783
allen_cahn,looped,correct,505,ridge_selector,smooth,validation_best,ood,64,0.11986145748985244,0,64,
allen_cahn,looped,correct,505,full_validation,smooth,validation_best,test,64,0.0024568641094598886,0,64,0.15300613965939783
allen_cahn,looped,correct,505,full_validation,smooth,validation_best,ood,64,0.11986145748985244,0,64,
allen_cahn,looped,correct,606,always_smooth,smooth,validation_best,test,64,0.002688085570355603,0,64,0.0
allen_cahn,looped,correct,606,always_smooth,smooth,validation_best,ood,64,0.4436273979605794,0,64,
allen_cahn,looped,correct,606,best_fixed,none,validation_best,test,64,0.006464051524374348,0,64,0.8774270357966841
allen_cahn,looped,correct,606,best_fixed,none,validation_best,ood,64,0.5159511711183207,0,64,
allen_cahn,looped,correct,606,hand_rule,none,validation_best,test,64,0.006464051524374348,0,64,0.8774270357966841
allen_cahn,looped,correct,606,hand_rule,none,validation_best,ood,64,0.5159511711183207,0,64,
allen_cahn,looped,correct,606,none,none,validation_best,test,64,0.006464051524374348,0,64,0.8774270357966841
allen_cahn,looped,correct,606,none,none,validation_best,ood,64,0.5159511711183207,0,64,
allen_cahn,looped,correct,606,probe_best,none,validation_best,test,64,0.006464051524374348,0,64,0.8774270357966841
allen_cahn,looped,correct,606,probe_best,none,validation_best,ood,64,0.5159511711183207,0,64,
allen_cahn,looped,correct,606,random,none,validation_best,test,64,0.006464051524374348,0,64,0.8774270357966841
allen_cahn,looped,correct,606,random,none,validation_best,ood,64,0.5159511711183207,0,64,
allen_cahn,looped,correct,606,ridge_selector,smooth,validation_best,test,64,0.002688085570355603,0,64,0.0
allen_cahn,looped,correct,606,ridge_selector,smooth,validation_best,ood,64,0.4436273979605794,0,64,
allen_cahn,looped,correct,606,full_validation,smooth,validation_best,test,64,0.002688085570355603,0,64,0.0
allen_cahn,looped,correct,606,full_validation,smooth,validation_best,ood,64,0.4436273979605794,0,64,
allen_cahn,transformer,coefficient,101,always_smooth,smooth,validation_best,test,64,0.0016821013341862812,0,64,0.01693145737954239
allen_cahn,transformer,coefficient,101,always_smooth,smooth,validation_best,ood,64,0.14719712601823076,0,64,
allen_cahn,transformer,coefficient,101,best_fixed,none,validation_best,test,64,0.0021182711603723314,0,64,0.24748791699743175
allen_cahn,transformer,coefficient,101,best_fixed,none,validation_best,ood,64,0.05342635174439048,0,64,
allen_cahn,transformer,coefficient,101,hand_rule,none,validation_best,test,64,0.0021182711603723314,0,64,0.24748791699743175
allen_cahn,transformer,coefficient,101,hand_rule,none,validation_best,ood,64,0.05342635174439048,0,64,
allen_cahn,transformer,coefficient,101,none,none,validation_best,test,64,0.0021182711603723314,0,64,0.24748791699743175
allen_cahn,transformer,coefficient,101,none,none,validation_best,ood,64,0.05342635174439048,0,64,
allen_cahn,transformer,coefficient,101,probe_best,none,validation_best,test,64,0.0021182711603723314,0,64,0.24748791699743175
allen_cahn,transformer,coefficient,101,probe_best,none,validation_best,ood,64,0.05342635174439048,0,64,
allen_cahn,transformer,coefficient,101,random,smooth,validation_best,test,64,0.0016821013341862812,0,64,0.01693145737954239
allen_cahn,transformer,coefficient,101,random,smooth,validation_best,ood,64,0.14719712601823076,0,64,
allen_cahn,transformer,coefficient,101,ridge_selector,response_matched,validation_best,test,64,0.0016538606596797623,0,64,0.0
allen_cahn,transformer,coefficient,101,ridge_selector,response_matched,validation_best,ood,64,0.2679589949438892,0,64,
allen_cahn,transformer,coefficient,101,full_validation,smooth,validation_best,test,64,0.0016821013341862812,0,64,0.01693145737954239
allen_cahn,transformer,coefficient,101,full_validation,smooth,validation_best,ood,64,0.14719712601823076,0,64,
allen_cahn,transformer,coefficient,202,always_smooth,smooth,validation_best,test,64,0.0008712771067781455,0,64,0.0
allen_cahn,transformer,coefficient,202,always_smooth,smooth,validation_best,ood,64,0.5154453653567757,0,64,
allen_cahn,transformer,coefficient,202,best_fixed,none,validation_best,test,64,0.001619874853529879,0,64,0.6201441002292921
allen_cahn,transformer,coefficient,202,best_fixed,none,validation_best,ood,64,0.2254506258153839,0,64,
allen_cahn,transformer,coefficient,202,hand_rule,none,validation_best,test,64,0.001619874853529879,0,64,0.6201441002292921
allen_cahn,transformer,coefficient,202,hand_rule,none,validation_best,ood,64,0.2254506258153839,0,64,
allen_cahn,transformer,coefficient,202,none,none,validation_best,test,64,0.001619874853529879,0,64,0.6201441002292921
allen_cahn,transformer,coefficient,202,none,none,validation_best,ood,64,0.2254506258153839,0,64,
allen_cahn,transformer,coefficient,202,probe_best,response_matched,validation_best,test,64,0.0016097334997415835,0,64,0.6138638420607547
allen_cahn,transformer,coefficient,202,probe_best,response_matched,validation_best,ood,64,0.7100632753762568,0,64,
allen_cahn,transformer,coefficient,202,random,smooth,validation_best,test,64,0.0008712771067781455,0,64,0.0
allen_cahn,transformer,coefficient,202,random,smooth,validation_best,ood,64,0.5154453653567757,0,64,
allen_cahn,transformer,coefficient,202,ridge_selector,response_matched,validation_best,test,64,0.0016097334997415835,0,64,0.6138638420607547
allen_cahn,transformer,coefficient,202,ridge_selector,response_matched,validation_best,ood,64,0.7100632753762568,0,64,
allen_cahn,transformer,coefficient,202,full_validation,response_matched,validation_best,test,64,0.0016097334997415835,0,64,0.6138638420607547
allen_cahn,transformer,coefficient,202,full_validation,response_matched,validation_best,ood,64,0.7100632753762568,0,64,
allen_cahn,transformer,coefficient,303,always_smooth,smooth,validation_best,test,64,0.0014638195940269716,0,64,0.0
allen_cahn,transformer,coefficient,303,always_smooth,smooth,validation_best,ood,64,0.4070313109590913,0,64,
allen_cahn,transformer,coefficient,303,best_fixed,none,validation_best,test,64,0.0019514408331480215,0,64,0.2875188087031523
allen_cahn,transformer,coefficient,303,best_fixed,none,validation_best,ood,64,0.12002450686027188,0,64,
allen_cahn,transformer,coefficient,303,hand_rule,none,validation_best,test,64,0.0019514408331480215,0,64,0.2875188087031523
allen_cahn,transformer,coefficient,303,hand_rule,none,validation_best,ood,64,0.12002450686027188,0,64,
allen_cahn,transformer,coefficient,303,none,none,validation_best,test,64,0.0019514408331480215,0,64,0.2875188087031523
allen_cahn,transformer,coefficient,303,none,none,validation_best,ood,64,0.12002450686027188,0,64,
allen_cahn,transformer,coefficient,303,probe_best,iid,validation_best,test,64,0.0018099367153520118,0,64,0.21224270095017894
allen_cahn,transformer,coefficient,303,probe_best,iid,validation_best,ood,64,0.5423354905031204,0,64,
allen_cahn,transformer,coefficient,303,random,none,validation_best,test,64,0.0019514408331480215,0,64,0.2875188087031523
allen_cahn,transformer,coefficient,303,random,none,validation_best,ood,64,0.12002450686027188,0,64,
allen_cahn,transformer,coefficient,303,ridge_selector,response_matched,validation_best,test,64,0.0017922535901266912,0,64,0.20242463706591218
allen_cahn,transformer,coefficient,303,ridge_selector,response_matched,validation_best,ood,64,0.5345115454194342,0,64,
allen_cahn,transformer,coefficient,303,full_validation,smooth,validation_best,test,64,0.0014638195940269716,0,64,0.0
allen_cahn,transformer,coefficient,303,full_validation,smooth,validation_best,ood,64,0.4070313109590913,0,64,
allen_cahn,transformer,coefficient,404,always_smooth,smooth,validation_best,test,64,0.0017149510096136633,0,64,0.0
allen_cahn,transformer,coefficient,404,always_smooth,smooth,validation_best,ood,64,0.3234928788790725,0,64,
allen_cahn,transformer,coefficient,404,best_fixed,none,validation_best,test,64,0.0028833437686328622,0,64,0.5195661370609647
allen_cahn,transformer,coefficient,404,best_fixed,none,validation_best,ood,64,0.09296069853368838,0,64,
allen_cahn,transformer,coefficient,404,hand_rule,none,validation_best,test,64,0.0028833437686328622,0,64,0.5195661370609647
allen_cahn,transformer,coefficient,404,hand_rule,none,validation_best,ood,64,0.09296069853368838,0,64,
