family,kind,prior,seed,arm,checkpoint,split,horizon,mean_capped_mse,diverged_trajectories,capped_trajectories,trajectories,parameter_count,inference_ms_per_step
advection_diffusion,fno,correct,202,none,validation_best,test,64,0.00035551681889245054,0,0,64,209985,1.2521465541794896
advection_diffusion,fno,correct,202,none,validation_best,test,96,0.0004931100321569418,0,0,64,209985,1.2521465541794896
advection_diffusion,fno,correct,202,none,final_step,test,64,0.001879378624892604,0,0,64,209985,
advection_diffusion,fno,correct,202,none,final_step,test,96,0.003288930690054079,0,0,64,209985,
advection_diffusion,fno,correct,202,none,validation_best,ood,64,0.05231035736883882,0,0,64,209985,1.2521465541794896
advection_diffusion,fno,correct,202,none,validation_best,ood,96,0.07948085455709966,0,0,64,209985,1.2521465541794896
advection_diffusion,fno,correct,202,none,final_step,ood,64,0.07349321576225565,0,0,64,209985,
advection_diffusion,fno,correct,202,none,final_step,ood,96,0.10894136367839291,0,0,64,209985,
advection_diffusion,fno,correct,202,response_matched,validation_best,test,64,0.00019330039586912262,0,0,64,209985,1.244359603151679
advection_diffusion,fno,correct,202,response_matched,validation_best,test,96,0.00027648995811013766,0,0,64,209985,1.244359603151679
advection_diffusion,fno,correct,202,response_matched,final_step,test,64,0.003991025235971571,0,0,64,209985,
advection_diffusion,fno,correct,202,response_matched,final_step,test,96,0.006748458625238476,0,0,64,209985,
advection_diffusion,fno,correct,202,response_matched,validation_best,ood,64,0.039253769990351906,0,0,64,209985,1.244359603151679
advection_diffusion,fno,correct,202,response_matched,validation_best,ood,96,0.0567943197708273,0,0,64,209985,1.244359603151679
advection_diffusion,fno,correct,202,response_matched,final_step,ood,64,0.014671783178292541,0,0,64,209985,
advection_diffusion,fno,correct,202,response_matched,final_step,ood,96,0.021128456151022323,0,0,64,209985,
advection_diffusion,fno,correct,202,smooth,validation_best,test,64,8.978749548853651e-05,0,0,64,209985,1.2450935551896691
advection_diffusion,fno,correct,202,smooth,validation_best,test,96,0.00012913433677111627,0,0,64,209985,1.2450935551896691
advection_diffusion,fno,correct,202,smooth,final_step,test,64,0.00016119415017269711,0,0,64,209985,
advection_diffusion,fno,correct,202,smooth,final_step,test,96,0.0002271999899861136,0,0,64,209985,
advection_diffusion,fno,correct,202,smooth,validation_best,ood,64,0.03102888834634432,0,0,64,209985,1.2450935551896691
