job_id,stage,family,prior,grid,split,horizon,n_trajectories,primary_horizon,method,failed_trajectories,cap_affected_trajectories,nonfinite_steps,raw_mean_nmse
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,test,64,64,True,persistence,0,0,0,2.284433657354896
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,test,96,64,False,calibrated,0,0,0,4.24379761137698e-12
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,test,96,64,False,uncalibrated,0,0,0,4.211284576397549e-12
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,test,96,64,False,persistence,0,0,0,2.283803768966853
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,ood,64,64,True,calibrated,0,0,0,1.2217891229070599e-12
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,ood,64,64,True,uncalibrated,0,0,0,1.1812196071789283e-12
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,ood,64,64,True,persistence,0,0,0,1.3504375144481742
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,ood,96,64,False,calibrated,0,0,0,1.844604307790057e-12
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,ood,96,64,False,uncalibrated,0,0,0,1.8031730649039418e-12
resolution_g64__advection_diffusion__correct,resolution_g64,advection_diffusion,correct,64,ood,96,64,False,persistence,0,0,0,1.3387318533412251
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,test,64,64,True,calibrated,0,0,0,4.459289287252943e-12
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,test,64,64,True,uncalibrated,0,0,0,0.005892348846835205
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,test,64,64,True,persistence,0,0,0,0.03637508854955751
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,test,96,64,False,calibrated,0,0,0,5.8085867827328395e-12
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,test,96,64,False,uncalibrated,0,0,0,0.006197853370248179
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,test,96,64,False,persistence,0,0,0,0.04256801569992004
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,ood,64,64,True,calibrated,0,0,0,1.736785754696435e-11
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,ood,64,64,True,uncalibrated,0,0,0,0.00453687934301783
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,ood,64,64,True,persistence,0,0,0,0.022577522671257177
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,ood,96,64,False,calibrated,0,0,0,1.848751596434639e-11
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,ood,96,64,False,uncalibrated,0,0,0,0.004276018451811581
resolution_g64__allen_cahn__coefficient,resolution_g64,allen_cahn,coefficient,64,ood,96,64,False,persistence,0,0,0,0.02900870622188123
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,test,64,64,True,calibrated,0,0,0,4.327346222366756e-12
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,test,64,64,True,uncalibrated,0,0,0,1.5865641571990046e-12
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,test,64,64,True,persistence,0,0,0,0.03637508854955751
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,test,96,64,False,calibrated,0,0,0,5.660266113295494e-12
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,test,96,64,False,uncalibrated,0,0,0,1.6179883314044244e-12
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,test,96,64,False,persistence,0,0,0,0.04256801569992004
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,ood,64,64,True,calibrated,0,0,0,1.7237402552764397e-11
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,ood,64,64,True,uncalibrated,0,0,0,1.547483975441897e-11
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,ood,64,64,True,persistence,0,0,0,0.022577522671257177
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,ood,96,64,False,calibrated,0,0,0,1.83696531192993e-11
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,ood,96,64,False,uncalibrated,0,0,0,1.4330699334722319e-11
resolution_g64__allen_cahn__correct,resolution_g64,allen_cahn,correct,64,ood,96,64,False,persistence,0,0,0,0.02900870622188123
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,test,64,64,True,calibrated,0,0,0,4.903911291722245e-12
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,test,64,64,True,uncalibrated,0,0,0,0.41355079302842057
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,test,64,64,True,persistence,0,0,0,1.8038918851002563
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,test,96,64,False,calibrated,0,0,0,7.061918553964398e-12
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,test,96,64,False,uncalibrated,0,0,0,0.602408414771304
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,test,96,64,False,persistence,0,0,0,1.8723386314125796
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,ood,64,64,True,calibrated,0,0,0,1.568312456346893e-11
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,ood,64,64,True,uncalibrated,0,0,0,0.694753454753851
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,ood,64,64,True,persistence,0,0,0,1.8752146512488252
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,ood,96,64,False,calibrated,0,0,0,2.48979026028525e-11
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,ood,96,64,False,uncalibrated,0,0,0,0.8587812158823643
resolution_g64__wave__coefficient,resolution_g64,wave,coefficient,64,ood,96,64,False,persistence,0,0,0,1.6234939565935442
resolution_g64__wave__correct,resolution_g64,wave,correct,64,test,64,64,True,calibrated,0,0,0,5.11714806462174e-12
resolution_g64__wave__correct,resolution_g64,wave,correct,64,test,64,64,True,uncalibrated,0,0,0,5.343184139531495e-12
resolution_g64__wave__correct,resolution_g64,wave,correct,64,test,64,64,True,persistence,0,0,0,1.8038918851002563
resolution_g64__wave__correct,resolution_g64,wave,correct,64,test,96,64,False,calibrated,0,0,0,7.331603558549925e-12
resolution_g64__wave__correct,resolution_g64,wave,correct,64,test,96,64,False,uncalibrated,0,0,0,7.787434668506281e-12
resolution_g64__wave__correct,resolution_g64,wave,correct,64,test,96,64,False,persistence,0,0,0,1.8723386314125796
resolution_g64__wave__correct,resolution_g64,wave,correct,64,ood,64,64,True,calibrated,0,0,0,1.6573773825949924e-11
resolution_g64__wave__correct,resolution_g64,wave,correct,64,ood,64,64,True,uncalibrated,0,0,0,1.7725150830181422e-11
resolution_g64__wave__correct,resolution_g64,wave,correct,64,ood,64,64,True,persistence,0,0,0,1.8752146512488252
resolution_g64__wave__correct,resolution_g64,wave,correct,64,ood,96,64,False,calibrated,0,0,0,2.576986783766128e-11
resolution_g64__wave__correct,resolution_g64,wave,correct,64,ood,96,64,False,uncalibrated,0,0,0,2.8318684037254268e-11
resolution_g64__wave__correct,resolution_g64,wave,correct,64,ood,96,64,False,persistence,0,0,0,1.6234939565935442
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,test,64,64,True,calibrated,0,0,0,2.0521260467116596e-12
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,test,64,64,True,uncalibrated,0,0,0,0.11407926531838708
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,test,64,64,True,persistence,0,0,0,0.10231210189892193
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,test,96,64,False,calibrated,0,0,0,4.477537038268508e-12
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,test,96,64,False,uncalibrated,0,0,0,0.13394824363025687
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,test,96,64,False,persistence,0,0,0,0.22738141233401477
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,ood,64,64,True,calibrated,0,0,0,5.3164795871662e-12
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,ood,64,64,True,uncalibrated,0,0,0,0.07848093674788537
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,ood,64,64,True,persistence,0,0,0,0.21190483121856296
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,ood,96,64,False,calibrated,0,0,0,7.53598654511301e-12
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,ood,96,64,False,uncalibrated,0,0,0,0.07536823740947676
selector_g64__cahn_hilliard__coefficient,selector_g64,cahn_hilliard,coefficient,64,ood,96,64,False,persistence,0,0,0,0.36727928068207544
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,test,64,64,True,calibrated,0,0,0,2.3867937536463058e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,test,64,64,True,uncalibrated,0,0,0,2.655886420299992e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,test,64,64,True,persistence,0,0,0,0.10231210189892193
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,test,96,64,False,calibrated,0,0,0,5.075223743046921e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,test,96,64,False,uncalibrated,0,0,0,5.885077979867801e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,test,96,64,False,persistence,0,0,0,0.22738141233401477
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,ood,64,64,True,calibrated,0,0,0,5.976119406982119e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,ood,64,64,True,uncalibrated,0,0,0,6.6203208247469464e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,ood,64,64,True,persistence,0,0,0,0.21190483121856296
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,ood,96,64,False,calibrated,0,0,0,8.330131476385669e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,ood,96,64,False,uncalibrated,0,0,0,9.24071399054005e-12
selector_g64__cahn_hilliard__correct,selector_g64,cahn_hilliard,correct,64,ood,96,64,False,persistence,0,0,0,0.36727928068207544
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,test,64,64,True,calibrated,0,0,0,0.26738078634641294
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,test,64,64,True,uncalibrated,0,0,0,0.26738078634641294
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,test,64,64,True,persistence,0,0,0,0.10231210189892193
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,test,96,64,False,calibrated,0,0,0,2.38040384481384
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,test,96,64,False,uncalibrated,0,0,0,2.38040384481384
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,test,96,64,False,persistence,0,0,0,0.22738141233401477
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,ood,64,64,True,calibrated,0,0,0,0.7086287292306963
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,ood,64,64,True,uncalibrated,0,0,0,0.7086287292306963
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,ood,64,64,True,persistence,0,0,0,0.21190483121856296
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,ood,96,64,False,calibrated,0,0,0,6.564257849733792
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,ood,96,64,False,uncalibrated,0,0,0,6.564257849733792
selector_g64__cahn_hilliard__structural,selector_g64,cahn_hilliard,structural,64,ood,96,64,False,persistence,0,0,0,0.36727928068207544
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,test,64,64,True,calibrated,0,0,0,3.541699357762429e-11
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,test,64,64,True,uncalibrated,0,0,0,0.03141502354817449
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,test,64,64,True,persistence,0,0,0,1.337497051553207
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,test,96,64,False,calibrated,0,0,0,3.279958889215966e-11
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,test,96,64,False,uncalibrated,0,0,0,0.03314589143478752
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,test,96,64,False,persistence,0,0,0,2.098361059234392
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,ood,64,64,True,calibrated,0,0,0,4.0129740021153515e-11
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,ood,64,64,True,uncalibrated,0,0,0,0.01987286152298573
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,ood,64,64,True,persistence,0,0,0,1.7552344165716391
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,ood,96,64,False,calibrated,0,0,0,2.8497849955948695e-11
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,ood,96,64,False,uncalibrated,0,0,0,0.02390418810846621
selector_g64__fitzhugh_nagumo__coefficient,selector_g64,fitzhugh_nagumo,coefficient,64,ood,96,64,False,persistence,0,0,0,2.3281262803339757
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,test,64,64,True,calibrated,0,0,0,3.4932753118879175e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,test,64,64,True,uncalibrated,0,0,0,3.0623723898230985e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,test,64,64,True,persistence,0,0,0,1.337497051553207
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,test,96,64,False,calibrated,0,0,0,3.2461678778383706e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,test,96,64,False,uncalibrated,0,0,0,2.9249056567468906e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,test,96,64,False,persistence,0,0,0,2.098361059234392
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,ood,64,64,True,calibrated,0,0,0,3.9916421230106264e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,ood,64,64,True,uncalibrated,0,0,0,3.616690663565666e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,ood,64,64,True,persistence,0,0,0,1.7552344165716391
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,ood,96,64,False,calibrated,0,0,0,2.8338182266535904e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,ood,96,64,False,uncalibrated,0,0,0,2.558842117019915e-11
selector_g64__fitzhugh_nagumo__correct,selector_g64,fitzhugh_nagumo,correct,64,ood,96,64,False,persistence,0,0,0,2.3281262803339757
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,test,64,64,True,calibrated,0,0,0,1.4916272208111891
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,test,64,64,True,uncalibrated,0,0,0,1.6198748296659602
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,test,64,64,True,persistence,0,0,0,1.337497051553207
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,test,96,64,False,calibrated,0,0,0,2.883626199592437
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,test,96,64,False,uncalibrated,0,0,0,3.1023674087721345
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,test,96,64,False,persistence,0,0,0,2.098361059234392
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,ood,64,64,True,calibrated,0,0,0,2.4078911390298785
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,ood,64,64,True,uncalibrated,0,0,0,2.6153317137793977
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,ood,64,64,True,persistence,0,0,0,1.7552344165716391
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,ood,96,64,False,calibrated,0,0,0,3.8848665306238814
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,ood,96,64,False,uncalibrated,0,0,0,4.212885004261977
selector_g64__fitzhugh_nagumo__structural,selector_g64,fitzhugh_nagumo,structural,64,ood,96,64,False,persistence,0,0,0,2.3281262803339757
