job_id,stage,family,prior,grid,split,horizon,n_trajectories,primary_horizon,method,mean_nmse,ci95_low,ci95_high,normalized_rmse,n_training_seeds,kind,arm,source,failed_trajectories,cap_affected_trajectories,nonfinite_steps,raw_mean_nmse,calibration_seconds_current_machine,archived_mean_training_validation_seconds,archived_mean_fixed_choice_route_seconds,archived_median_inference_ms_per_step,archived_parameter_count,archived_gpu,cost_scope
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:fno:none,0.07315159807895903,0.04113641513948793,0.10711383230566864,0.2704655210539026,6,fno,none,archived_neural_scores,,,,,,24.847697846746694,24.881939032968756,1.2434787931852043,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:fno:response_matched,0.07991565999880841,0.03794512474712476,0.1363788835646499,0.2826935796915247,6,fno,response_matched,archived_neural_scores,,,,,,41.94662354762355,43.3085017791794,1.2301050242967904,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:fno:smooth,0.05680942181426413,0.028372557122815015,0.08985297458576119,0.23834727146385404,6,fno,smooth,archived_neural_scores,,,,,,42.259653414289154,43.62127066155275,1.243226311635226,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:looped:iid,32.010143730208995,2.8127256567256826,76.45964734037882,5.657750766003129,6,looped,iid,archived_neural_scores,,,,,,70.35288086471458,71.7188390319546,1.5433653490617871,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:looped:none,50.43172309530607,2.1131980681472733,113.6257322052145,7.101529630671555,6,looped,none,archived_neural_scores,,,,,,39.358808988860496,39.39760175145542,1.5390768297947943,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:looped:response_matched,24.53624236379753,2.585150840939916,61.93367085649899,4.953407146984541,6,looped,response_matched,archived_neural_scores,,,,,,70.26036299555562,71.62623201667641,1.53994660358876,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:looped:smooth,51.17059353386508,4.569198329197843,119.38089226406781,7.153362393578637,6,looped,smooth,archived_neural_scores,,,,,,70.07274281202506,71.43901466329892,1.5425625606440008,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:transformer:iid,1.5023045689203733,0.8998820677370492,2.121074294279728,1.2256853466205646,6,transformer,iid,archived_neural_scores,,,,,,72.77893490980689,74.14889250090346,1.5341021004132926,100993,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:transformer:none,1.462410404479139,0.9749981122302356,2.165158987009562,1.2093016184885965,6,transformer,none,archived_neural_scores,,,,,,42.78361937085477,42.82592737100398,1.5332015813328326,100993,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:transformer:response_matched,1.6637708274325511,0.9551123015854162,2.3639606079227944,1.2898724074235215,6,transformer,response_matched,archived_neural_scores,,,,,,73.23333207556668,74.6032719433618,1.5334005933254957,100993,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,neural:transformer:smooth,1.4754495721238594,0.9584689949926315,2.115543528910978,1.2146808519623002,6,transformer,smooth,archived_neural_scores,,,,,,74.02974590542726,75.3994480384669,1.5343170729465783,100993,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,validation_best_neural,0.07315159807895903,0.04113641513948793,0.10711383230566864,0.2704655210539026,6,validation_best_neural,,frozen_validation_selection,,,,,,,,,,,
